Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2022,Cosmetologist Exam Board,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Council for MN of African Heri,General,African Heritage Council,African Heritage Council,398413.55,0,398413.55,0,404389.77,5976.22
2022,Council for MN of African Heri,Gift,African Heritage Council,African Heritage Council,0.34,0,0,0.34,0,0
2022,Council for MN of African Heri,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Council for MN of African Heri,Restrict Misc Special Revenue,African Heritage Council,African Heritage Council,8599.75,0,8599.75,0,8599.75,0
2022,Court Of Appeals,General,Court Of Appeals,Court Of Appeals,12897327.25,0,12897327.25,0,12904285.75,6958.5
2022,Court Of Appeals,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Dentistry Board,Health Related Boards,Dentistry Board,Administrative Services Unit,1440098.16,0,1439898.16,200,1510703.84,70805.68
2022,Dentistry Board,Health Related Boards,Dentistry Board,Dentistry Board Of,1171642.89,0,1171642.89,0,1240912.68,69269.79
2022,Dentistry Board,Other Misc Special Revenue,Dentistry Board,Administrative Services Unit,20825.24,0,20825.24,0,20825.24,0
2022,Dentistry Board,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Dentistry Board,Restrict Misc Special Revenue,Dentistry Board,Dentistry Board Of,34756,0,25890.5,8865.5,27162,1271.5
2022,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,"Behavioral, Housing, & DHH",0,0,0,0,0,0
2022,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,Community Support,67729.6,0,67729.6,0,67729.6,0
2022,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,Continuing Care of Older Adults,0,0,0,0,0,0
2022,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Child & Economic Support Grts,17284241.25,0,17284241.25,0,25257075.78,7972834.53
2022,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Child Care Development Grants,19968908.8,0,19968908.8,0,19968908.8,0
2022,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Child Mental Health Grants,4179201.77,0,4179201.77,0,5133315.16,954113.39
2022,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Other Long Term Grants,49900000,0,49900000,0,49900000,0
2022,Department of Human Services,Child Support Enforcement,Fiduciary Activities,Fiduciary Activities,1283348542.83,0,549644259.52,733704283.31,549644259.52,0
2022,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Community Support,0,0,0,0,0,0
2022,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Continuing Care of Older Adults,2303097.13,0,2303097.13,0,2303097.13,0
2022,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Adult Mental Health Grants,22673.53,0,22673.53,0,22673.53,0
2022,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Aging & Adult Services Grants,0,0,0,0,0,0
2022,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Child & Economic Support Grts,22040000,0,22040000,0,22040000,0
2022,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Housing Support Grants,29685.15,0,29685.15,0,29685.15,0
2022,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Other Long Term Grants,1999.31,0,0,1999.31,0,0
2022,Department of Human Services,DHS Chemical Dependency Servs,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,19218026.18,0,16128621.91,3089404.27,16253353.39,124731.48
2022,Department of Human Services,Endowment,Direct Care Treatment,DCT - Operations,245.82,0,0,245.82,0,0
2022,Department of Human Services,Federal,Central Office Operations,Aging & Disability Services,5310673.64,0,4006240.9,1304432.74,4329506.76,323265.86
2022,Department of Human Services,Federal,Central Office Operations,"Behavioral, Housing, & DHH",5786487.24,0,5450450.52,336036.72,5533040.92,82590.4
2022,Department of Human Services,Federal,Central Office Operations,Children & Families,75279736.84,0,23882974.27,51396762.57,25295939.51,1412965.24
2022,Department of Human Services,Federal,Central Office Operations,Community Support,515679.77,0,414432.8,101246.97,460077.9,45645.1
2022,Department of Human Services,Federal,Central Office Operations,Continuing Care of Older Adults,2959422.97,0,1100535.32,1858887.65,1169789.85,69254.53
2022,Department of Human Services,Federal,Central Office Operations,Operations,22092403.77,0,5488133.8,16604269.97,5824493.57,336359.77
2022,Department of Human Services,Federal,Direct Care Treatment,DCT - Operations,273411.03,0,273411.03,0,273411.03,0
2022,Department of Human Services,Federal,Forecasted Programs,Alternative Care,30528569.97,0,25327646.45,5200923.52,25327646.45,0
2022,Department of Human Services,Federal,Forecasted Programs,MFIP Child Care Assistance,146137759.17,0,99960836.57,46176922.6,114688836.57,14728000
2022,Department of Human Services,Federal,Forecasted Programs,MFIP/DWP,273760344.4,0,169718213.85,104042130.55,169718213.85,0
2022,Department of Human Services,Federal,Forecasted Programs,Medical Assistance,12148055434.97,0,10927534833.56,1220520601.41,10927628460.89,93627.33
2022,Department of Human Services,Federal,Forecasted Programs,MinnesotaCare,575492901.47,0,575388642.68,104258.79,575389300.34,657.66
2022,Department of Human Services,Federal,Forecasted Programs,Northstar,90976144.45,0,69116727.08,21859417.37,69157198.72,40471.64
2022,Department of Human Services,Federal,Grant Programs,Adult Mental Health Grants,10109852.51,0,8938085.77,1171766.74,9977414.44,1039328.67
2022,Department of Human Services,Federal,Grant Programs,Aging & Adult Services Grants,54150438.09,0,35851371.53,18299066.56,42683094.71,6831723.18
2022,Department of Human Services,Federal,Grant Programs,BSF Child Care Assistance Grts,96957040.7,0,71252546.03,25704494.67,79929340.92,8676794.89
2022,Department of Human Services,Federal,Grant Programs,CD Treatment Support Grants,35493419.1,0,25422977.17,10070441.93,28545389.53,3122412.36
2022,Department of Human Services,Federal,Grant Programs,Child & Community Service Grts,30746134,0,30498205.51,247928.49,30498205.51,0
2022,Department of Human Services,Federal,Grant Programs,Child & Economic Support Grts,1656211165.41,0,1251173925.37,405037240.04,1261694761.75,10520836.38
2022,Department of Human Services,Federal,Grant Programs,Child Care Development Grants,283186776.04,0,177675531.28,105511244.76,190415912.7,12740381.42
2022,Department of Human Services,Federal,Grant Programs,Child Mental Health Grants,2094184.97,0,2094184.97,0,2094184.97,0
2022,Department of Human Services,Federal,Grant Programs,Child Support Enforcement Grts,1288064,0,233998.68,1054065.32,580289.3,346290.62
2022,Department of Human Services,Federal,Grant Programs,Children's Services Grants,55592696.69,0,32069031.43,23523665.26,33835757.57,1766726.14
2022,Department of Human Services,Federal,Grant Programs,Deaf & Hard Of Hearing Grants,75000,0,74999.88,0.12,75000,0.12
2022,Department of Human Services,Federal,Grant Programs,Disabilities Grants,10683416.83,0,8233005.07,2450411.76,8301614.35,68609.28
2022,Department of Human Services,Federal,Grant Programs,Health Care Grants,92602310.44,0,17761671.61,74840638.83,18568204.07,806532.46
2022,Department of Human Services,Federal,Grant Programs,Housing Support Grants,693154.88,0,693154.88,0,693154.88,0
2022,Department of Human Services,Federal,Grant Programs,Other Long Term Grants,1934012,0,1108376.85,825635.15,1108376.85,0
2022,Department of Human Services,Federal,Grant Programs,Refugee Services Grants,20254062,0,13335085.28,6918976.72,16205101.46,2870016.18
2022,Department of Human Services,Federal,Grant Programs,Support Services Grants,10000000,0,1626777.96,8373222.04,4314407.57,2687629.61
2022,Department of Human Services,Federal,Technical Activities,Technical Activities,849723470.85,0,675889045.65,173834425.2,681448834.84,5559789.19
2022,Department of Human Services,Federal TANF,Central Office Operations,Children & Families,2582000,0,2227765.66,354234.34,2233729.21,5963.55
2022,Department of Human Services,Federal TANF,Central Office Operations,Operations,131000,0,0,131000,0,0
2022,Department of Human Services,Federal TANF,Forecasted Programs,MFIP/DWP,18777375.88,0,4270271.72,14507104.16,16968741.72,12698470
2022,Department of Human Services,Federal TANF,Grant Programs,Child & Economic Support Grts,14352018,0,0,14352018,0,0
2022,Department of Human Services,Federal TANF,Grant Programs,Children's Services Grants,140000,0,116017,23983,140000,23983
2022,Department of Human Services,Federal TANF,Grant Programs,Support Services Grants,100010733.39,0,86702301.92,13308431.47,88460138.61,1757836.69
2022,Department of Human Services,Federal TANF,Technical Activities,Technical Activities,118897503.54,0,74904495.58,43993007.96,77638821.6,2734326.02
2022,Department of Human Services,General,Central Office Operations,Aging & Disability Services,15146265.74,0,15146265.74,0,15695737.54,549471.8
2022,Department of Human Services,General,Central Office Operations,"Behavioral, Housing, & DHH",32669396.99,0,32492904.99,176492,33277664.15,784759.16
2022,Department of Human Services,General,Central Office Operations,Children & Families,12854178.04,0,12854178.04,0,12875854.03,21675.99
2022,Department of Human Services,General,Central Office Operations,Community Support,104031,0,104031,0,104031,0
2022,Department of Human Services,General,Central Office Operations,Continuing Care of Older Adults,2695777.88,0,2695777.88,0,3115918.84,420140.96
2022,Department of Human Services,General,Central Office Operations,Health Care,16500794.76,0,16500794.76,0,18159569.09,1658774.33
2022,Department of Human Services,General,Central Office Operations,Operations,79301850.27,0,79301850.27,0,80297120.32,995270.05
2022,Department of Human Services,General,Direct Care Treatment,DCT - Community Based Svcs,10858390.31,0,10858390.31,0,10902135.13,43744.82
2022,Department of Human Services,General,Direct Care Treatment,DCT - Forensic Svcs,117918301.84,0,117918301.84,0,118164670.14,246368.3
2022,Department of Human Services,General,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,127042886.96,0,127042886.96,0,129342816.08,2299929.12
2022,Department of Human Services,General,Direct Care Treatment,DCT - MSOP,95652054.16,0,95652054.16,0,96347089.79,695035.63
2022,Department of Human Services,General,Direct Care Treatment,DCT - Operations,36663511.17,0,36663511.17,0,38006677.85,1343166.68
2022,Department of Human Services,General,Forecasted Programs,Alternative Care,11610912.49,0,11610912.49,0,11610912.49,0
2022,Department of Human Services,General,Forecasted Programs,Behavioral Health Fund,0,0,0,0,0,0
2022,Department of Human Services,General,Forecasted Programs,General Assistance,49691401.87,0,49691401.87,0,49691401.87,0
2022,Department of Human Services,General,Forecasted Programs,Housing Support,176942774.69,0,176942774.69,0,177530231.41,587456.72
2022,Department of Human Services,General,Forecasted Programs,MFIP Child Care Assistance,0,0,0,0,0,0
2022,Department of Human Services,General,Forecasted Programs,MFIP/DWP,161624615.08,0,161624615.08,0,164694000,3069384.92
2022,Department of Human Services,General,Forecasted Programs,MN Supplemental Assistance,50059850.15,0,50059850.15,0,50059850.15,0
2022,Department of Human Services,General,Forecasted Programs,Medical Assistance,5032388782.19,0,5032388782.19,0,5032392522.58,3740.39
2022,Department of Human Services,General,Forecasted Programs,Northstar,93643838.96,0,93643838.96,0,93681922.85,38083.89
2022,Department of Human Services,General,Grant Programs,Adult Mental Health Grants,80113978.29,0,80113978.29,0,80989642.42,875664.13
2022,Department of Human Services,General,Grant Programs,Aging & Adult Services Grants,29515903.42,0,29515903.42,0,31408422.9,1892519.48
2022,Department of Human Services,General,Grant Programs,BSF Child Care Assistance Grts,53350000,0,53350000,0,53350000,0
2022,Department of Human Services,General,Grant Programs,CD Treatment Support Grants,2900968.29,0,2900968.29,0,3264934.94,363966.65
2022,Department of Human Services,General,Grant Programs,Child & Community Service Grts,60879000,0,60879000,0,60879000,0
2022,Department of Human Services,General,Grant Programs,Child & Economic Support Grts,29144959.66,0,29144959.66,0,29146216.34,1256.68
2022,Department of Human Services,General,Grant Programs,Child Care Development Grants,2962000,0,2962000,0,2962000,0
2022,Department of Human Services,General,Grant Programs,Child Mental Health Grants,24039274.04,0,24039274.04,0,24490800.01,451525.97
2022,Department of Human Services,General,Grant Programs,Child Support Enforcement Grts,0,0,0,0,0,0
2022,Department of Human Services,General,Grant Programs,Children's Services Grants,47766703.45,0,47766703.45,0,49412279.84,1645576.39
2022,Department of Human Services,General,Grant Programs,Deaf & Hard Of Hearing Grants,2745635.91,0,2745635.91,0,2861505.58,115869.67
2022,Department of Human Services,General,Grant Programs,Disabilities Grants,62279810.55,0,62279810.55,0,63911475.13,1631664.58
2022,Department of Human Services,General,Grant Programs,Health Care Grants,3611778.58,0,3611778.58,0,4486297.36,874518.78
2022,Department of Human Services,General,Grant Programs,Housing Support Grants,10686188.46,0,10686188.46,0,18621686.99,7935498.53
2022,Department of Human Services,General,Grant Programs,Other Long Term Grants,1623768.22,0,1623768.22,0,1924999.1,301230.88
2022,Department of Human Services,General,Grant Programs,Support Services Grants,8590386.61,0,8590386.61,0,8691854.61,101468
2022,Department of Human Services,Gift,Central Office Operations,Aging & Disability Services,14936.31,0,0,14936.31,0,0
2022,Department of Human Services,Gift,Central Office Operations,"Behavioral, Housing, & DHH",12990,0,0,12990,0,0
2022,Department of Human Services,Gift,Central Office Operations,Health Care,0,0,0,0,0,0
2022,Department of Human Services,Gift,Direct Care Treatment,DCT - Community Based Svcs,1470.42,0,1411.02,59.4,1411.02,0
2022,Department of Human Services,Gift,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2022,Department of Human Services,Gift,Grant Programs,Child Mental Health Grants,1197741.5,0,0,1197741.5,0,0
2022,Department of Human Services,Gift,Grant Programs,Children's Services Grants,23994.66,0,0,23994.66,0,0
2022,Department of Human Services,Gift,Grant Programs,Deaf & Hard Of Hearing Grants,13000,0,0,13000,0,0
2022,Department of Human Services,Health Care Access,Central Office Operations,Health Care,26746551.47,0,26746551.47,0,26766943.48,20392.01
2022,Department of Human Services,Health Care Access,Central Office Operations,Operations,5524342.93,1323.02,5523019.91,0,5560494.3,36151.37
2022,Department of Human Services,Health Care Access,Forecasted Programs,Medical Assistance,602596000,0,602596000,0,602596000,0
2022,Department of Human Services,Health Care Access,Forecasted Programs,MinnesotaCare,94326352.39,0,61224382.94,33101969.45,61225746.94,1364
2022,Department of Human Services,Health Care Access,Grant Programs,Health Care Grants,2665158.38,0,2665158.38,0,2672393,7234.62
2022,Department of Human Services,Health Care Access,Technical Activities,Technical Activities,218976,0,218976,0,218976,0
2022,Department of Human Services,Lottery,Central Office Operations,"Behavioral, Housing, & DHH",75799.34,0,75799.34,0,75799.34,0
2022,Department of Human Services,Lottery,Grant Programs,CD Treatment Support Grants,882590.37,0,882590.37,0,1593836.78,711246.41
2022,Department of Human Services,Lottery,Technical Activities,Technical Activities,704,0,704,0,704,0
2022,Department of Human Services,MN State Operated Comm Svcs,Direct Care Treatment,DCT - Community Based Svcs,121292163.94,0,121292163.94,0,121843099.89,550935.95
2022,Department of Human Services,Minnesota State Industries,Direct Care Treatment,DCT - MSOP,953570.04,0,953570.04,0,1375882.46,422312.42
2022,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Forensic Svcs,1810361.2,0,1622844.73,187516.47,1668819,45974.27
2022,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,185561.43,0,172731.12,12830.31,172731.12,0
2022,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MSOP,3579568.44,0,3579568.44,0,3652263.42,72694.98
2022,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Operations,290.02,0,0,290.02,0,0
2022,Department of Human Services,Miscellaneous Agency,Fiduciary Activities,Fiduciary Activities,208552043.17,0,5803582.42,202748460.75,5803582.42,0
2022,Department of Human Services,Opiate Epidemic Response,Central Office Operations,"Behavioral, Housing, & DHH",185029.64,0,185029.64,0,185029.64,0
2022,Department of Human Services,Opiate Epidemic Response,Grant Programs,Adult Mental Health Grants,1602369.83,0,1602369.83,0,1861716,259346.17
2022,Department of Human Services,Opiate Epidemic Response,Grant Programs,CD Treatment Support Grants,300000,0,300000,0,300000,0
2022,Department of Human Services,Opiate Epidemic Response,Grant Programs,Child & Community Service Grts,8117020.51,0,8117020.51,0,8724145.42,607124.91
2022,Department of Human Services,Opiate Epidemic Response,Technical Activities,Technical Activities,704,0,704,0,704,0
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Aging & Disability Services,5910628.27,0,1597128.27,4313500,1598876.02,1747.75
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",8686057.24,0,5838900.78,2847156.46,5878245.73,39344.95
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Centralized IT,452196204.37,0,217627720.02,234568484.35,221033532.9,3405812.88
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Children & Families,38453538.79,0,30948613.76,7504925.03,34052396.67,3103782.91
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Community Support,70128.36,0,35064.18,35064.18,35064.18,0
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Health Care,64136308.14,33483.48,48401993.8,15700830.86,48972055.98,536578.7
2022,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Operations,42445660.12,0,25980281.17,16465378.95,26181435.61,201154.44
2022,Department of Human Services,Other Misc Special Revenue,Direct Care Treatment,DCT - Operations,10527002.77,0,10163980.65,363022.12,10163980.65,0
2022,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Behavioral Health Fund,273243373.21,0,168307839.48,104935533.73,168314857.15,7017.67
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,CD Treatment Support Grants,920622.83,0,170622.83,750000,209988,39365.17
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child & Economic Support Grts,7049,0,7049,0,7049,0
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Care Development Grants,5755033,0,2342913.79,3412119.21,2517913.79,175000
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Mental Health Grants,861475.52,0,381516.41,479959.11,547200.61,165684.2
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,122161.69,0,72161.69,50000,72161.69,0
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Children's Services Grants,4263129.76,0,1405129.76,2858000,1711814,306684.24
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Deaf & Hard Of Hearing Grants,388678.04,0,148677.04,240001,148677.04,0
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Disabilities Grants,681098,0,285348.9,395749.1,285348.9,0
2022,Department of Human Services,Other Misc Special Revenue,Grant Programs,Other Long Term Grants,4642840.3,0,1200840.3,3442000,1685085.87,484245.57
2022,Department of Human Services,Other Misc Special Revenue,Technical Activities,Technical Activities,11734569.39,0,8133506.3,3601063.09,15133506.3,7000000
2022,Department of Human Services,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Aging & Disability Services,279697.86,0,145537.86,134160,145537.86,0
2022,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",13372353.31,0,6484397.79,6887955.52,6660262.61,175864.82
2022,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Children & Families,468960.25,0,133875.19,335085.06,139139.13,5263.94
2022,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Community Support,258750,0,133125,125625,133125,0
2022,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Health Care,2898970.95,0,1586782.24,1312188.71,1756220.85,169438.61
2022,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Operations,12630733.74,0,7074893.87,5555839.87,7104577.74,29683.87
2022,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Community Based Svcs,4014.03,0,4014.03,0,4014.03,0
2022,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Forensic Svcs,887120.51,0,754891.96,132228.55,754891.96,0
2022,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Operations,8327076.15,0,6773946.19,1553129.96,6950381.87,176435.68
2022,Department of Human Services,Restrict Misc Special Revenue,Fiduciary Activities,Fiduciary Activities,0,0,0,0,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Alternative Care,2441318.03,0,1672430.99,768887.04,1672430.99,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,General Assistance,147767.46,0,0,147767.46,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Housing Support,2929866.06,0,2544260.52,385605.54,2544260.52,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MFIP/DWP,536648.66,0,0,536648.66,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MN Supplemental Assistance,5000,0,0,5000,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Medical Assistance,127064939.19,0,94528321.75,32536617.44,94528321.75,0
2022,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MinnesotaCare,25616.64,0,0,25616.64,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Adult Mental Health Grants,3042994.38,0,1112660.38,1930334,1312812.37,200151.99
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,CD Treatment Support Grants,123753.68,0,117753.68,6000,190111.4,72357.72
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child & Economic Support Grts,140000,0,140000,0,140000,0
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,1508999.72,0,1429487,79512.72,1429487,0
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Children's Services Grants,864223.81,0,179223.81,685000,179223.81,0
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Disabilities Grants,22372041.66,0,15084469.5,7287572.16,16584651.21,1500181.71
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Refugee Services Grants,999764.61,0,899764.61,100000,899764.61,0
2022,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Support Services Grants,0,0,0,0,0,0
2022,Department of Human Services,Restrict Misc Special Revenue,Technical Activities,Technical Activities,2110222,0,1313580,796642,1313580,0
2022,Department of Human Services,SOS TBI & Adol Ent Svcs,Direct Care Treatment,DCT - Community Based Svcs,1854696.47,0,841249.84,1013446.63,841250.87,1.03
2022,Department of Human Services,SOS TBI & Adol Ent Svcs,Direct Care Treatment,DCT - Operations,134.89,0,0,134.89,0,0
2022,Department of Human Services,State Government Special Rev,Central Office Operations,Aging & Disability Services,124700.33,0,124700.33,0,124700.33,0
2022,Department of Human Services,State Government Special Rev,Central Office Operations,Operations,4058288.31,0,4058288.31,0,4058288.31,0
2022,Department of Human Services,State Government Special Rev,Technical Activities,Technical Activities,26756,0,26756,0,26756,0
2022,Dietetics & Nutrition Practice,Health Related Boards,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,138948.09,0,138948.09,0,144066.46,5118.37
2022,Dietetics & Nutrition Practice,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Dietetics & Nutrition Practice,Restrict Misc Special Revenue,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,8807.75,0,8807.75,0,8807.75,0
2022,Disability Council,General,Council On Disability,Council On Disability,916807.52,0,916807.52,0,918708.52,1901
2022,Disability Council,Gift,Council On Disability,Council On Disability,0.99,0,0,0.99,0,0
2022,Disability Council,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Disability Council,Restrict Misc Special Revenue,Council On Disability,Council On Disability,0,0,0,0,0,0
2022,Education Department,ARP-State Fiscal Recovery,Education Leadership & Support,Education Leadership & Support,40757224.86,0,40757224.86,0,40757224.86,0
2022,Education Department,Arts & Cultural Heritage Fund,Libraries,Basic Support & Fed Grants,2600000,0,2600000,0,2600000,0
2022,Education Department,Arts & Cultural Heritage Fund,Student & Teachr Opportunities,Student Opportunities,2354.87,0,2354.87,0,2354.87,0
2022,Education Department,Endowment School,General Education,General Education,35326940.8,0,35326940.8,0,35326940.8,0
2022,Education Department,Federal,Choice Programs,Charter School Lease Aid,4142513.6,0,3032082.17,1110431.43,3335752.83,303670.66
2022,Education Department,Federal,Early Childhood & Family Supp,Access to Quality Early Learning,7849215.79,0,7849215.79,0,7849215.79,0
2022,Education Department,Federal,Early Childhood & Family Supp,Early Childhood Family Ed,0,0,0,0,0,0
2022,Education Department,Federal,Early Childhood & Family Supp,Infant & Toddler Intervention,6430016,0,6172006.54,258009.46,6172006.54,0
2022,Education Department,Federal,Early Childhood & Family Supp,Preschool Special Ed,5692949,0,5450595.88,242353.12,5450595.88,0
2022,Education Department,Federal,Education Leadership & Support,Education Leadership & Support,106209448.11,0,101951349.52,4258098.59,102405596.98,454247.46
2022,Education Department,Federal,Innovation & Accountability,Assessments,1097206.4,0,1048721.98,48484.42,1048721.98,0
2022,Education Department,Federal,Libraries,Basic Support & Fed Grants,2689037.38,0,2038585.45,650451.93,2090660.41,52074.96
2022,Education Department,Federal,Nutrition,Child & Adult Care Food Progrm,237059953.21,0,235707530.83,1352422.38,235709364.51,1833.68
2022,Education Department,Federal,Nutrition,Child & Adult Food Care,512963.3,0,369423.94,143539.36,435967.33,66543.39
2022,Education Department,Federal,Nutrition,Commodities,181.35,0,181.35,0,181.35,0
2022,Education Department,Federal,Nutrition,Kindergarten Milk,668074.73,0,484196.02,183878.71,485601.16,1405.14
2022,Education Department,Federal,Nutrition,MN Free School Meals-Breakfast,114775000,0,114488808.85,286191.15,114488808.85,0
2022,Education Department,Federal,Nutrition,MN Free School Meals-Lunch,419503791.96,0,419411067.34,92724.62,419411093.41,26.07
2022,Education Department,Federal,Nutrition,Other Nutrition Programs,5714388.52,0,5520980.43,193408.09,5520980.43,0
2022,Education Department,Federal,Nutrition,School Breakfast,18955.41,0,18955.41,0,18955.41,0
2022,Education Department,Federal,Nutrition,School Lunch,17426850.24,0,16030748.52,1396101.72,16047322.82,16574.3
2022,Education Department,Federal,Nutrition,Summer Food,133198843.57,0,133092732.46,106111.11,133094804.96,2072.5
2022,Education Department,Federal,Nutrition,USDA Foods,11167133,0,10974131.26,193001.74,10974172.86,41.6
2022,Education Department,Federal,Other General Education,Career & Technical Aid,1332.55,0,1332.55,0,1332.55,0
2022,Education Department,Federal,Other General Education,Career & Technical Education,8414314.91,0,7155768.46,1258546.45,7155768.46,0
2022,Education Department,Federal,Self Sufficient & Lifelong Lrn,Adult Basic Education,5147638.73,0,5147638.73,0,5147638.73,0
2022,Education Department,Federal,Special Education,Other Federal Sp Ed Programs,210244098.38,0,195978165.31,14265933.07,196479169.06,501003.75
2022,Education Department,Federal,Special Education,Special Education - Regular,5378993.15,0,5354257.39,24735.76,5354257.39,0
2022,Education Department,Federal,Special Student & Teacher,Elem Sec Educ Act Programs,71849823.67,0,71801251.01,48572.66,71801251.01,0
2022,Education Department,Federal,Student & Teachr Opportunities,Elementary Sec Educ Act Prog,629181964,0,622787313.25,6394650.75,624271420.4,1484107.15
2022,Education Department,Federal,Student & Teachr Opportunities,Student Opportunities,644532.23,0,518469.01,126063.22,636524.78,118055.77
2022,Education Department,General,Choice Programs,Achievement & Integration Aid,78519774.97,0,78519774.97,0,78519774.97,0
2022,Education Department,General,Choice Programs,Charter School Lease Aid,86253255.5,0,86253255.5,0,86253255.5,0
2022,Education Department,General,Choice Programs,Interdist Deseg Transportation,9899751.2,0,9899751.2,0,9899751.2,0
2022,Education Department,General,Choice Programs,Recovery Program,750000,0,750000,0,750000,0
2022,Education Department,General,Community Education,Adults with Disabilities,634974.65,0,634974.65,0,634974.65,0
2022,Education Department,General,Community Education,Community Education,2174829.57,0,2174829.57,0,2174829.57,0
2022,Education Department,General,Community Education,Deaf Deafblind Hard-of-Hearing,18710.63,0,18710.63,0,18710.63,0
2022,Education Department,General,Community Education,School Age Care,0,0,0,0,0,0
2022,Education Department,General,Early Childhood & Family Supp,Access to Quality Early Learning,0,0,0,0,0,0
2022,Education Department,General,Early Childhood & Family Supp,Early Childhood Family Ed,35300047.17,0,35300047.17,0,35300047.17,0
2022,Education Department,General,Early Childhood & Family Supp,Head Start,24459743.94,0,24459743.94,0,24459743.94,0
2022,Education Department,General,Early Childhood & Family Supp,Health & Developmntl Screening,3331080,0,3331080,0,3331080,0
