Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2025,Department of Human Services,General,Grant Programs,Support Services Grants,8566761.92,27999,8538762.92,0,8693454.37,126692.45
2025,Department of Human Services,Gift,Central Office Operations,Aging & Disability Services,14161.78,0,0,14161.78,0,0
2025,Department of Human Services,Gift,Central Office Operations,"Behavioral, Housing, & DHH",12174.22,0,12174.22,0,12174.22,0
2025,Department of Human Services,Gift,Direct Care Treatment,DCT - Community Based Svcs,1155.37,0,1155.37,0,1155.37,0
2025,Department of Human Services,Gift,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2025,Department of Human Services,Gift,Grant Programs,Child Mental Health Grants,0,0,0,0,0,0
2025,Department of Human Services,Gift,Grant Programs,Children's Services Grants,928.94,0,0,928.94,0,0
2025,Department of Human Services,Health Care Access,Central Office Operations,Health Care,31117738.44,15921.89,31101816.55,0,31118581.17,842.73
2025,Department of Human Services,Health Care Access,Central Office Operations,Operations,9203936.73,34571.19,9169365.54,0,9204030.58,93.85
2025,Department of Human Services,Health Care Access,Forecasted Programs,Medical Assistance,1193661000,0,1193661000,0,1193661000,0
2025,Department of Human Services,Health Care Access,Forecasted Programs,MinnesotaCare,65712110.31,0,65694994.22,17116.09,65694994.22,0
2025,Department of Human Services,Health Care Access,Grant Programs,Health Care Grants,2960745,0,2960745,0,2960895,150
2025,Department of Human Services,Health Care Access,Technical Activities,Technical Activities,187411,0,187411,0,187411,0
2025,Department of Human Services,Health Related Boards,Central Office Operations,Operations,0,0,0,0,0,0
2025,Department of Human Services,Lottery,Central Office Operations,"Behavioral, Housing, & DHH",3000,0,3000,0,3000,0
2025,Department of Human Services,Lottery,Grant Programs,CD Treatment Support Grants,1122709.88,40000,1082709.88,0,1712392.93,589683.05
2025,Department of Human Services,Lottery,Technical Activities,Technical Activities,0,0,0,0,0,0
2025,Department of Human Services,MN State Operated Comm Svcs,Direct Care Treatment,DCT - Community Based Svcs,193286154.67,503952.88,181327824.31,11454377.48,181832543.07,765.88
2025,Department of Human Services,Minnesota State Industries,Direct Care Treatment,DCT - MSOP,2079565.34,4476.92,2075088.42,0,2079565.34,0
2025,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Forensic Svcs,1854731.58,3609.82,1851121.76,0,1854731.58,0
2025,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,197926.01,0,197926.01,0,197926.01,0
2025,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MSOP,5721926.03,37457.87,4441714.53,1242753.63,4481572.4,2400
2025,Department of Human Services,Miscellaneous Agency,Fiduciary Activities,Fiduciary Activities,15251220.14,0,2746066.07,12505154.07,2746066.07,0
2025,Department of Human Services,Opiate Epidemic Response,Central Office Operations,"Behavioral, Housing, & DHH",826036.42,0,826036.42,0,830727.47,4691.05
2025,Department of Human Services,Opiate Epidemic Response,Central Office Operations,Children & Families,236167.04,0,236167.04,0,236167.04,0
2025,Department of Human Services,Opiate Epidemic Response,Grant Programs,Adult Mental Health Grants,2344131.52,301812.01,2042319.51,0,2344131.52,0
2025,Department of Human Services,Opiate Epidemic Response,Grant Programs,CD Treatment Support Grants,18056041.68,8426070.37,9629971.31,0,18474984.82,418943.14
2025,Department of Human Services,Opiate Epidemic Response,Grant Programs,Child & Community Service Grts,8261032.07,818880.26,7442151.81,0,8418672.84,157640.77
2025,Department of Human Services,Opiate Epidemic Response,Technical Activities,Technical Activities,4490,0,4490,0,4490,0
2025,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Aging & Disability Services,19371443.87,0,5305306.76,14066137.11,5451431.76,146125
2025,Department of Human Services,Other Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",7784070.16,27976.02,4500794.19,3255299.95,4596023.44,67253.23
2025,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Centralized IT,484724782.51,1657690.36,265741615.21,217325476.94,276689762.35,9290456.78
2025,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Children & Families,62535137.87,4637080.88,46776972.32,11121084.67,52973689.54,1559636.34
2025,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Health Care,102895014.96,2065441.44,65876306.39,34953267.13,71248577.23,3306829.4
2025,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Operations,84353941.76,383513.15,37689018.3,46281410.31,38608904.35,536372.9
2025,Department of Human Services,Other Misc Special Revenue,Direct Care Treatment,DCT - Operations,17223165.03,0,12896298.33,4326866.7,12896298.33,0
2025,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Behavioral Health Fund,450404096.26,52686.89,374959431.4,75391977.97,375013536.93,1418.64
2025,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Medical Assistance,178917000,0,0,178917000,0,0
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Aging & Adult Services Grants,22412503.99,0,22412503.99,0,22458325,45821.01
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,CD Treatment Support Grants,1473090.83,0,46100.61,1426990.22,63486,17385.39
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Mental Health Grants,47999.5,0,-0.5,48000,27462.5,27463
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,85552.84,0,35552.84,50000,35552.84,0
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Children's Services Grants,14767026.01,2068346.36,6566360,6132319.65,10353596.36,1718890
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Deaf & Hard Of Hearing Grants,158402.99,0,158402.99,0,158402.99,0
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Disabilities Grants,414904.81,0,141933.03,272971.78,141933.03,0
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Other Long Term Grants,4073725.86,47619.2,626106.66,3400000,768999.51,95273.65
2025,Department of Human Services,Other Misc Special Revenue,Grant Programs,Refugee Services Grants,1500000,0,1500000,0,1500000,0
2025,Department of Human Services,Other Misc Special Revenue,Technical Activities,Technical Activities,7559625.08,0,6283223.63,1276401.45,6284758.63,1535
2025,Department of Human Services,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Aging & Disability Services,3256915.03,1775,3036290.03,218850,3038325.03,260
2025,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",5709384,0,3386590.61,2322793.39,3452291.65,65701.04
2025,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Children & Families,320754.23,12830,114644.04,193280.19,127474.04,0
2025,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Health Care,5291579.68,9885.22,2695795.42,2585899.04,3974564.11,1268883.47
2025,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Operations,16365765.21,32547.64,14462221.15,1870996.42,14741197.54,246428.75
2025,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Community Based Svcs,74916.98,0,61332.08,13584.9,61332.08,0
2025,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Forensic Svcs,1414652.96,36093.92,1198836.15,179722.89,1234930.07,0
2025,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Operations,9848177.33,421179.42,7946686.72,1480311.19,8413757.36,45891.22
2025,Department of Human Services,Restrict Misc Special Revenue,Fiduciary Activities,Fiduciary Activities,9002842,0,8649396,353446,8649396,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Alternative Care,1966884.18,0,1378620.52,588263.66,1378620.52,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,General Assistance,650000,0,534886.73,115113.27,534886.73,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Housing Support,3631005.31,0,3631005.31,0,3631005.31,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MFIP/DWP,918554.92,0,381687.47,536867.45,381687.47,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MN Supplemental Assistance,0,0,0,0,0,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Medical Assistance,204670522.75,0,169545911.5,35124611.25,169545911.5,0
2025,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MinnesotaCare,0,0,0,0,0,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Adult Mental Health Grants,628701.31,0,540701.31,88000,540701.31,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Aging & Adult Services Grants,0,0,0,0,0,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,CD Treatment Support Grants,1235823.55,5201.8,915621.75,315000,920823.55,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child & Economic Support Grts,140000,0,0,140000,0,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,1499827.24,0,1331798,168029.24,1331798,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Children's Services Grants,23510,0,23510,0,23510,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Disabilities Grants,17889352.02,2633174.55,15256177.47,0,18085709.6,196357.58
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Other Long Term Grants,74271.1,0,74271.1,0,74271.1,0
2025,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Support Services Grants,0,0,0,0,0,0
2025,Department of Human Services,Restrict Misc Special Revenue,Technical Activities,Technical Activities,3916548.71,0,2969298.71,947250,2969298.71,0
2025,Department of Human Services,State Government Special Rev,Central Office Operations,Aging & Disability Services,151226.33,0,151226.33,0,151226.33,0
2025,Department of Human Services,State Government Special Rev,Central Office Operations,Operations,3878743.29,0,3878743.29,0,3878743.29,0
2025,Department of Human Services,State Government Special Rev,Technical Activities,Technical Activities,22315,0,22315,0,22315,0
2025,Dietetics & Nutrition Practice,Health Related Boards,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,217313.07,0,217313.07,0,220602.34,3289.27
2025,Dietetics & Nutrition Practice,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Dietetics & Nutrition Practice,Restrict Misc Special Revenue,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,16473,0,12278.75,4194.25,12750,471.25
2025,Direct Care and Treatment,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Disability Council,General,Council On Disability,Council On Disability,2527531.6,35857.73,2491673.87,0,2691240.96,163709.36
2025,Disability Council,Gift,Council On Disability,Council On Disability,0.61,0,0,0.61,0,0
2025,Disability Council,Other Misc Special Revenue,Council On Disability,Council On Disability,31500,0,31500,0,31500,0
2025,Disability Council,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Disability Council,Restrict Misc Special Revenue,Council On Disability,Council On Disability,0,0,0,0,0,0
2025,Education Department,Arts & Cultural Heritage Fund,Libraries,Basic Support & Fed Grants,2750000,0,2750000,0,2750000,0
2025,Education Department,Arts & Cultural Heritage Fund,Student & Teachr Opportunities,Student Opportunities,181694.04,32483.24,149210.8,0,181694.04,0
2025,Education Department,Building Construction-Bonded,Libraries,Accessibility and Improvement,750000,749999,0,1,749999,0
2025,Education Department,Endowment School,General Education,General Education,57926890.49,0,57926890.49,0,57926890.49,0
2025,Education Department,Federal,Choice Programs,Charter School Lease Aid,7000000,0,317664.78,6682335.22,317664.78,0
2025,Education Department,Federal,Early Childhood & Family Supp,Access to Quality Early Learning,8381198.63,0,5446164.27,2935034.36,5548792.02,102627.75
2025,Education Department,Federal,Early Childhood & Family Supp,Early Childhood Family Ed,0,0,0,0,0,0
2025,Education Department,Federal,Early Childhood & Family Supp,Infant & Toddler Intervention,9121069,0,7374661.24,1746407.76,7374661.24,0
2025,Education Department,Federal,Early Childhood & Family Supp,Preschool Special Ed,7810708,0,6709638.65,1101069.35,6796654.97,87016.32
2025,Education Department,Federal,Education Leadership & Support,Education Leadership & Support,119872393.99,2240,100727533.8,19142620.19,103387493,2657719.2
2025,Education Department,Federal,Facilities & Technology,Special Fac & Tech Opportunities,20146416,0,170389.53,19976026.47,180214.53,9825
2025,Education Department,Federal,Innovation & Accountability,Assessments,65402.59,0,61776.63,3625.96,61776.63,0
2025,Education Department,Federal,Libraries,Basic Support & Fed Grants,130622.44,0,103024.46,27597.98,103024.46,0
2025,Education Department,Federal,Nutrition,Child & Adult Care Food Progrm,141227369.1,0,65740859.65,75486509.45,65740859.65,0
2025,Education Department,Federal,Nutrition,Kindergarten Milk,1298700,0,543051.14,755648.86,543051.14,0
2025,Education Department,Federal,Nutrition,MN Free School Meals-Breakfast,146748086,0,80076368.6,66671717.4,80076368.6,0
2025,Education Department,Federal,Nutrition,MN Free School Meals-Lunch,322549483.93,0,242805586.92,79743897.01,242868764.49,63177.57
2025,Education Department,Federal,Nutrition,Other Nutrition Programs,3492796.14,0,1753145.49,1739650.65,2026160.49,273015
2025,Education Department,Federal,Nutrition,School Breakfast,0,0,0,0,0,0
2025,Education Department,Federal,Nutrition,School Lunch,0,0,0,0,0,0
2025,Education Department,Federal,Nutrition,Summer Food,31634772.88,0,12450950.24,19183822.64,12457510.24,6560
2025,Education Department,Federal,Nutrition,USDA Foods,4411600,0,2035941.66,2375658.34,2035941.66,0
2025,Education Department,Federal,Other General Education,Career & Technical Education,9774414.53,0,9130234.24,644180.29,9130234.24,0
2025,Education Department,Federal,Self Sufficient & Lifelong Lrn,Adult Basic Education,7292261.32,0,7221069.88,71191.44,7251263.04,30193.16
2025,Education Department,Federal,Special Education,Other Federal Sp Ed Programs,246721362.48,0,240693999.13,6027363.35,240742178.33,48179.2
2025,Education Department,Federal,Special Education,Special Education - Regular,0,0,0,0,0,0
2025,Education Department,Federal,Student & Teachr Opportunities,Elementary Sec Educ Act Prog,659870018.46,0,632592584.71,27277433.75,632710972.31,118387.6
2025,Education Department,Federal,Student & Teachr Opportunities,Student Opportunities,319020.37,0,189756.29,129264.08,189756.29,0
2025,Education Department,General,Choice Programs,Achievement & Integration Aid,84290137.31,0,84288024.71,2112.6,84290137.31,2112.6
2025,Education Department,General,Choice Programs,COMPASS,30753817.77,9730004.74,21023813.03,0,30754012.28,194.51
2025,Education Department,General,Choice Programs,Charter School Lease Aid,93684000,0,91520247.43,2163752.57,93684000,2163752.57
2025,Education Department,General,Choice Programs,Interdist Deseg Transportation,14799000,0,14799000,0,14799000,0
2025,Education Department,General,Choice Programs,Recovery Program,750000,24337.88,725662.12,0,750000,0
2025,Education Department,General,Community Education,Adults with Disabilities,1426673.46,0,1425606.32,1067.14,1426673.46,1067.14
2025,Education Department,General,Community Education,Community Education,19367712.89,0,19366058.86,1654.03,19367712.89,1654.03
2025,Education Department,General,Community Education,Deaf Deafblind Hard-of-Hearing,70000,0,0,70000,70000,70000
2025,Education Department,General,Community Education,School Age Care,0,0,0,0,0,0
2025,Education Department,General,Early Childhood & Family Supp,Access to Quality Early Learning,699708.18,0,699708.18,0,803125.69,103417.51
2025,Education Department,General,Early Childhood & Family Supp,Early Childhood Family Ed,41637865.73,167139.49,41470135.73,590.51,41637883.16,607.94
2025,Education Department,General,Early Childhood & Family Supp,Family Opportunities,1569835.96,332056.3,1237779.66,0,1569835.96,0
2025,Education Department,General,Early Childhood & Family Supp,Head Start,38214798.11,1667404.33,36547393.78,0,38214798.11,0
2025,Education Department,General,Early Childhood & Family Supp,Health & Developmntl Screening,4267560.75,0,2320706.95,1946853.8,4297560.75,1976853.8
2025,Education Department,General,Early Childhood & Family Supp,Kindergarten Entry Profile-KEP,619817.11,0,619817.11,0,694641.83,74824.72
2025,Education Department,General,Early Childhood & Family Supp,School Readiness,33683000,0,33682700.1,299.9,33683000,299.9
2025,Education Department,General,Early Childhood & Family Supp,Special Family Opportunities,0,0,0,0,0,0
2025,Education Department,General,Education Leadership & Support,Board of School Administrators,292585.03,9335.96,283249.07,0,292585.03,0
2025,Education Department,General,Education Leadership & Support,Education Leadership & Support,43031139.33,585240.68,42445898.65,0,44576708.36,1545569.03
2025,Education Department,General,Education Leadership & Support,Regional Centers of Excellence,1621287.18,159210.39,1462076.79,0,1621287.18,0
2025,Education Department,General,Facilities & Technology,Debt Service Equalization,20332935.18,0,20332131.37,803.81,20332935.18,803.81
2025,Education Department,General,Facilities & Technology,Long Term Facilities Maint Aid,107190045.2,0,107149301.4,40743.8,107190045.2,40743.8
2025,Education Department,General,Facilities & Technology,Special Fac & Tech Opportunities,1945052.11,1480000,465052.11,0,1981152.11,36100
2025,Education Department,General,Facilities & Technology,Telecommunications Access,3756769.44,0,3756769.44,0,3756769.44,0
2025,Education Department,General,General Education,General Education,8280371305.87,0,8278427640.81,1943665.06,8280371305.87,1943665.06
2025,Education Department,General,Indian Education,Amer Ind Ed Other Grants/Misc,9984298.85,9213175.87,771122.98,0,9984298.85,0
2025,Education Department,General,Indian Education,American Indian Ed Aid,19337579.65,0,18530530.67,807048.98,19337579.65,807048.98
2025,Education Department,General,Indian Education,Indian Teacher Training Progrm,0,0,0,0,0,0
2025,Education Department,General,Indian Education,Tribal Contract Schools,2153000,0,157000,1996000,2153000,1996000
2025,Education Department,General,Indian Education,Tribal Early Childhood Program,68000,0,68000,0,68000,0
2025,Education Department,General,Innovation & Accountability,Assessments,11486345.42,0,11486345.42,0,12238150.56,751805.14
2025,Education Department,General,Libraries,Basic Support & Fed Grants,17570000,0,17570000,0,17570000,0
2025,Education Department,General,Libraries,Electronic Library Minnesota,900000,0,900000,0,900000,0
2025,Education Department,General,Libraries,Multicounty Multitype,2700000,0,2700000,0,2700000,0
2025,Education Department,General,Libraries,Reg Library Telecommunictn Aid,2300000,0,2300000,0,2300000,0
2025,Education Department,General,Libraries,School Library Aid,23782980.79,0,23753880.13,29100.66,23782980.79,29100.66
2025,Education Department,General,Nutrition,Kindergarten Milk,387000,0,334513.4,52486.6,387000,52486.6
2025,Education Department,General,Nutrition,MN Free School Meals-Breakfast,54835000,0,52518193.62,2316806.38,54835000,2316806.38
2025,Education Department,General,Nutrition,MN Free School Meals-Lunch,251667000,0,242223209.43,9443790.57,251667000,9443790.57
2025,Education Department,General,Nutrition,Other Nutrition Programs,838083.87,0,838083.87,0,963532.56,125448.69
2025,Education Department,General,Nutrition,Summer Food,150000,0,150000,0,150000,0
2025,Education Department,General,Other General Education,Abatement Revenue,1353991.27,0,1353510.34,480.93,1353991.27,480.93
2025,Education Department,General,Other General Education,Career & Technical Education,9126629.77,1547453.18,7534061.39,45115.2,9149939.13,68424.56
2025,Education Department,General,Other General Education,Consolidation Transition,0,0,0,0,0,0
2025,Education Department,General,Other General Education,Enrollment Options Transport,109485.83,56213.78,49590.83,3681.22,109485.83,3681.22
2025,Education Department,General,Other General Education,Nonpublic Pupil,22724948.71,0,22699945.14,25003.57,22724948.71,25003.57
2025,Education Department,General,Other General Education,Nonpublic Transportation,25802000,0,25801526.3,473.7,25802000,473.7
2025,Education Department,General,Other General Education,Other Aid Allocations,3851129.38,0,3850616.6,512.78,3851129.38,512.78
2025,Education Department,General,Other General Education,Reserves & Credits,125517146.67,0,125517146.67,0,125517146.67,0
2025,Education Department,General,Self Sufficient & Lifelong Lrn,Adult Basic Education,53839430.39,0,53642630.41,196799.98,53839430.39,196799.98
2025,Education Department,General,Self Sufficient & Lifelong Lrn,High School Equivalency Tests,258915.25,0,258915.25,0,258915.25,0
2025,Education Department,General,Special Education,Other State Sp Ed Programs,6916126.61,0,5915650.77,1000475.84,6916126.61,1000475.84
2025,Education Department,General,Special Education,Special Education - Regular,2582007000,0,2515508885.71,66498114.29,2582007000,66498114.29
2025,Education Department,General,Student & Teachr Opportunities,Adv Placement/Intl Bacc,3913048,0,3913048,0,4610602,697554
2025,Education Department,General,Student & Teachr Opportunities,Concurrent Enrollment,4000000,0,0,4000000,4000000,4000000
2025,Education Department,General,Student & Teachr Opportunities,Early Childhood Literacy,11961392.21,0,11961392.21,0,11961392.21,0
2025,Education Department,General,Student & Teachr Opportunities,Literacy Incentive Aid,40568573.54,0,40567757.63,815.91,40568573.54,815.91
2025,Education Department,General,Student & Teachr Opportunities,One-Time Grants,15974651.19,7186061.09,8788590.1,0,16201712.14,227060.95
2025,Education Department,General,Student & Teachr Opportunities,Read Act,88627319,0,88627319,0,88632581.96,5262.96
2025,Education Department,General,Student & Teachr Opportunities,Student Opportunities,17984797.6,2944895.96,15039493.73,407.91,18046817.62,62427.93
2025,Education Department,General,Student & Teachr Opportunities,Student Organizations,1131593.49,8338.88,1123254.61,0,1131593.49,0
2025,Education Department,General,Student & Teachr Opportunities,Teacher Opportunities,151323933.68,13403132.59,137875679.1,45121.99,151922739.07,643927.38
2025,Education Department,Gift,Education Leadership & Support,Education Leadership & Support,111101.59,0,103516.67,7584.92,103561.19,44.52
2025,Education Department,Maximum Effort School Loan,Education Leadership & Support,Education Leadership & Support,0,0,0,0,0,0
2025,Education Department,Miscellaneous Agency,Education Leadership & Support,Education Leadership & Support,1835,0,1835,0,1835,0
2025,Education Department,Miscellaneous Agency,Nutrition,Child & Adult Care Food Progrm,1041.12,0,0,1041.12,0,0
2025,Education Department,Other Misc Special Revenue,Early Childhood & Family Supp,Access to Quality Early Learning,203440622.93,56789999.92,131896509.66,14754113.35,191129345.59,2442836.01
2025,Education Department,Other Misc Special Revenue,Early Childhood & Family Supp,Family Opportunities,107042.55,0,107042.55,0,107042.55,0
2025,Education Department,Other Misc Special Revenue,Early Childhood & Family Supp,Special Family Opportunities,914854.19,0,914854.19,0,914854.19,0
2025,Education Department,Other Misc Special Revenue,Education Leadership & Support,Education Leadership & Support,580116.25,0,553705.67,26410.58,555783.35,2077.68
2025,Education Department,Other Misc Special Revenue,Indian Education,Indian Teacher Training Progrm,415426.98,0,415426.98,0,415426.98,0
2025,Education Department,Other Misc Special Revenue,Other General Education,Other Aid Allocations,60621312.28,5749950,54871362.28,0,60621312.28,0
2025,Education Department,Other Misc Special Revenue,Other General Education,Reserves & Credits,119456.93,0,119456.93,0,119456.93,0
2025,Education Department,Other Misc Special Revenue,Student & Teachr Opportunities,Teacher Opportunities,13771883.33,2015121.85,11756761.48,0,13771883.33,0
2025,Education Department,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Education Department,Restrict Misc Special Revenue,Education Leadership & Support,Education Leadership & Support,9179555.52,134159.71,8723361.01,322034.8,9348781.52,491260.8
2025,Education Department,Restrict Misc Special Revenue,Nutrition,USDA Foods,0,0,0,0,0,0
2025,Emergency Medical Services Bd,Federal,Emergency Medical Services Bd,Emergency Medical Services Bd,178493.04,0,21313.69,157179.35,21313.69,0
2025,Emergency Medical Services Bd,General,Emergency Medical Services Bd,Emergency Medical Services Bd,2457480.66,0,2457480.66,0,2457480.66,0
2025,Emergency Medical Services Bd,Gift,Emergency Medical Services Bd,Emergency Medical Services Bd,154.71,0,0,154.71,0,0
2025,Emergency Medical Services Bd,Other Misc Special Revenue,Emergency Medical Services Bd,Emergency Medical Services Bd,0,0,0,0,0,0
2025,Emergency Medical Services Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Emergency Medical Services Bd,Restrict Misc Special Revenue,Emergency Medical Services Bd,Emergency Medical Services Bd,66599.49,0,66122.09,477.4,66122.09,0
2025,Employ & Econ Development Dept,Ag & Econ Development Board,Business and Community Dvpmt,Business Finance,1332.71,6900,-54759.96,49192.67,-43359.96,4500
2025,Employ & Econ Development Dept,Building Construction-Bonded,Business and Community Dvpmt,Community Finance,3000000,0,0,3000000,0,0
2025,Employ & Econ Development Dept,Clean Water Revolving Fund,Business and Community Dvpmt,Business Finance,0,0,0,0,0,0
2025,Employ & Econ Development Dept,Climate and Economic Dev,Business and Community Dvpmt,Business Development,140528872.02,38217315.79,102311556.23,0,182379782.02,41850910
2025,Employ & Econ Development Dept,Climate and Economic Dev,Business and Community Dvpmt,Business Finance,0,0,0,0,0,0
2025,Employ & Econ Development Dept,Family and Medical Benefit Ins,Paid Leave,Paid Leave,36648204.63,14752666.7,21895537.93,0,36854402.39,206197.76
2025,Employ & Econ Development Dept,Federal,Broadband Dev Office,Broadband Dev Office,30060279.32,6944926.59,4214832.9,18900519.83,11162222.15,2462.66
2025,Employ & Econ Development Dept,Federal,Business and Community Dvpmt,Business Finance,17877115.71,1385371.81,16491743.9,0,18627115.7,749999.99
2025,Employ & Econ Development Dept,Federal,Business and Community Dvpmt,Community Finance,23244765.59,19841788.05,1665534.29,1737443.25,21507322.34,0
2025,Employ & Econ Development Dept,Federal,Business and Community Dvpmt,Economic Analysis & Information,4213552.57,44879.12,3229526.15,939147.3,3518191.05,243785.78
2025,Employ & Econ Development Dept,Federal,Business and Community Dvpmt,Small Business & Innovation,482189.61,482189.61,0,0,482189.61,0
2025,Employ & Econ Development Dept,Federal,CareerForce Systems,Careerforce Systems,25551090.62,569686.61,18631826.59,6349577.42,20219481.47,1017968.27
2025,Employ & Econ Development Dept,Federal,Disability Determination Svcs,Disability Determination Svcs,33263000,414171.31,31363916.36,1484912.33,32074080.59,295992.92
2025,Employ & Econ Development Dept,Federal,Minnesota Trade Office,Minnesota Trade Office,9772.34,0,0,9772.34,0,0
2025,Employ & Econ Development Dept,Federal,Services for The Blind,Services for The Blind,0,0,0,0,0,0
2025,Employ & Econ Development Dept,Federal,State Services for the Blind,State Services for the Blind,35620159.48,752565.33,17047714.03,17819880.12,20194158.72,2393879.36
2025,Employ & Econ Development Dept,Federal,Unemployment Insurance,Unemployment Insurance,74118686.06,2147123.34,52498176.27,19473386.45,55168239.56,522939.95
2025,Employ & Econ Development Dept,Federal,Vocational Rehabilitation,Independent Living,110937.6,0,72386.43,38551.17,110937.6,38551.17
2025,Employ & Econ Development Dept,Federal,Vocational Rehabilitation Svcs,Independent Living,7295256.71,0,2807279.63,4487977.08,3423191.95,615912.32
2025,Employ & Econ Development Dept,Federal,Vocational Rehabilitation Svcs,Vocational Rehabilitation Svcs,97364068.37,2067213.97,74848728.16,20448126.24,82592850.47,5676908.34
2025,Employ & Econ Development Dept,Federal,Workforce Development Services,CareerOneStop,11461142.92,2079991.55,8152038.46,1229112.91,10232198.08,168.07
2025,Employ & Econ Development Dept,Federal,Workforce Development Services,ETP Adult Services,69086071.47,6259142.35,19882569.76,42944359.36,26673611.57,531899.46
2025,Employ & Econ Development Dept,Federal,Workforce Development Services,ETP Youth Programs,12324745.93,5724832.99,4997999.85,1601913.09,10739149.11,16316.27
2025,Employ & Econ Development Dept,General,Broadband Dev Office,Broadband Dev Office,948640.04,11804.21,936835.83,0,962551.81,13911.77
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Business Development,2369009.47,99747.93,2269261.54,0,2416632.99,47623.52
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Business Development-DEED,0,0,0,0,0,0
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Business Finance,120408444.06,78169634.72,31238809.34,11000000,120408853.76,11000409.7
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Community Finance,52968276.79,11344382.75,41623894.04,0,52969783.38,1506.59
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Economic Analysis & Information,1659982.39,20734.31,1639248.08,0,1661004.86,1022.47
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Entrepreneurship & Sm Bus Dev,7397089,5549844.45,1847244.55,0,7397089,0
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Job Skills Partnership,4746757.77,3137775.07,1608982.7,0,4746865.77,108
2025,Employ & Econ Development Dept,General,Business and Community Dvpmt,Launch Minnesota-Admin,3045845.71,911266.56,2257907.84,-123328.69,3174130.08,4955.68
