Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2021,Court Of Appeals,General,Court Of Appeals,Court Of Appeals,13351995.31,0,13351995.31,0,13383120.33,31125.02
2021,Court Of Appeals,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Dentistry Board,Health Related Boards,Dentistry Board,Dentistry Board Of,1307230.22,0,1307230.22,0,1400566.3,93336.08
2021,Dentistry Board,Health Related Boards,Dentistry Board Of,Dentistry Board Of,0,0,0,0,0,0
2021,Dentistry Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Dentistry Board,Restrict Misc Special Revenue,Dentistry Board,Dentistry Board Of,33841.75,0,29497.75,4344,35200,5702.25
2021,Department of Human Services,COVID Minnesota,Central Office Operations,Children & Families,0,0,0,0,0,0
2021,Department of Human Services,COVID Minnesota,Central Office Operations,Continuing Care of Older Adults,0,0,0,0,0,0
2021,Department of Human Services,COVID Minnesota,Central Office Operations,Operations,0,0,0,0,0,0
2021,Department of Human Services,COVID Minnesota,Grant Programs,Child & Economic Support Grts,4445758,0,4445758,0,4445758,0
2021,Department of Human Services,COVID Minnesota,Grant Programs,Housing Support Grants,742739,0,742739,0,742739,0
2021,Department of Human Services,Child Support Enforcement,Fiduciary Activities,Fiduciary Activities,1288763155.5,0,589718831.52,699044323.98,589718831.52,0
2021,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Children & Families,1319346.74,0,1319346.74,0,1319346.74,0
2021,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Community Support,405412.54,0,405412.54,0,405412.54,0
2021,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Continuing Care of Older Adults,552029.78,0,552029.78,0,552029.78,0
2021,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Health Care,192086.67,0,192086.67,0,192086.67,0
2021,Department of Human Services,Coronavirus Relief Fund,Central Office Operations,Operations,1008908.72,0,1008908.72,0,1008908.72,0
2021,Department of Human Services,Coronavirus Relief Fund,Direct Care Treatment,DCT - Operations,3045000,0,3045000,0,3045000,0
2021,Department of Human Services,Coronavirus Relief Fund,Forecasted Programs,Group Residential Housing,19204.08,0,19204.08,0,19204.08,0
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Adult Mental Health Grants,735503.49,0,735503.49,0,767656.44,32152.95
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Aging & Adult Services Grants,586756,0,586756,0,586756,0
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Child & Economic Support Grts,77055126.72,0,77055126.72,0,77055126.72,0
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Child Care Development Grants,139652834,0,139652834,0,139652834,0
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Child Mental Health Grants,2627329.52,0,2627329.52,0,2627329.52,0
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Health Care Grants,49099.82,0,49099.82,0,49099.82,0
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Housing Support Grants,73955.92,0,73955.92,0,310092.71,236136.79
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Other Long Term Grants,30564288.24,0,30564250.98,37.26,30566287.55,2036.57
2021,Department of Human Services,Coronavirus Relief Fund,Grant Programs,Refugee Services Grants,710827.75,0,710827.75,0,710827.75,0
2021,Department of Human Services,Coronavirus Relief Fund,Technical Activities,Technical Activities,0,0,0,0,0,0
2021,Department of Human Services,DHS Chemical Dependency Servs,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,17865717.65,0,16078936.91,1786780.74,16201543.49,122606.58
2021,Department of Human Services,Endowment,Direct Care Treatment,DCT - Operations,722.95,0,0,722.95,0,0
2021,Department of Human Services,Federal,Central Office Operations,Aging & Disability Services,5289114.39,0,3586530.34,1702584.05,3811332.96,224802.62
2021,Department of Human Services,Federal,Central Office Operations,"Behavioral, Housing, & DHH",7859688.68,0,5812099.09,2047589.59,6000643.59,188544.5
2021,Department of Human Services,Federal,Central Office Operations,Children & Families,40742872.34,0,18850895.54,21891976.8,22394432.75,3543537.21
2021,Department of Human Services,Federal,Central Office Operations,Community Support,2294329.75,0,1347982.21,946347.54,1367533.87,19551.66
2021,Department of Human Services,Federal,Central Office Operations,Continuing Care of Older Adults,3165005.75,0,1159228.46,2005777.29,1215895.83,56667.37
2021,Department of Human Services,Federal,Central Office Operations,Health Care,0,0,0,0,0,0
2021,Department of Human Services,Federal,Central Office Operations,Operations,6940349.31,0,3942046.53,2998302.78,5251178.58,1309132.05
2021,Department of Human Services,Federal,Direct Care Treatment,DCT - Operations,649728.49,0,0,649728.49,0,0
2021,Department of Human Services,Federal,Forecasted Programs,Alternative Care,26924566.1,0,21202150.15,5722415.95,21202150.15,0
2021,Department of Human Services,Federal,Forecasted Programs,MFIP Child Care Assistance,132641444.2,0,74888664.85,57752779.35,106747601.85,31858937
2021,Department of Human Services,Federal,Forecasted Programs,MFIP/DWP,289489644.76,0,187733339.96,101756304.8,187733339.96,0
2021,Department of Human Services,Federal,Forecasted Programs,Medical Assistance,9038958287.66,0,8467595664.49,571362623.17,8467680065.17,84400.68
2021,Department of Human Services,Federal,Forecasted Programs,MinnesotaCare,633199110.45,0,470216143,162982967.45,470216191.57,48.57
2021,Department of Human Services,Federal,Forecasted Programs,Northstar,147595708.27,0,71563835.95,76031872.32,71640743.81,76907.86
2021,Department of Human Services,Federal,Grant Programs,Adult Mental Health Grants,12108676.55,0,8575380.9,3533295.65,9823691.2,1248310.3
2021,Department of Human Services,Federal,Grant Programs,Aging & Adult Services Grants,47453741.22,0,40181530.11,7272211.11,41532812.33,1351282.22
2021,Department of Human Services,Federal,Grant Programs,BSF Child Care Assistance Grts,93396676.86,0,54324343.52,39072333.34,71641730.52,17317387
2021,Department of Human Services,Federal,Grant Programs,CD Treatment Support Grants,42838042.58,0,22309401.09,20528641.49,30884112.5,8574711.41
2021,Department of Human Services,Federal,Grant Programs,Child & Community Service Grts,30736964,0,30107074.4,629889.6,30151021,43946.6
2021,Department of Human Services,Federal,Grant Programs,Child & Economic Support Grts,1373670725.62,0,1158624816.22,215045909.4,1181063648.11,22438831.89
2021,Department of Human Services,Federal,Grant Programs,Child Care Development Grants,122405275,0,112126179.25,10279095.75,114772246.79,2646067.54
2021,Department of Human Services,Federal,Grant Programs,Child Mental Health Grants,4383890,0,2760333.65,1623556.35,3858411.47,1098077.82
2021,Department of Human Services,Federal,Grant Programs,Child Support Enforcement Grts,1221364,0,178081.08,1043282.92,434507.86,256426.78
2021,Department of Human Services,Federal,Grant Programs,Children's Services Grants,40942345.65,0,24435434.42,16506911.23,26989270.41,2553835.99
2021,Department of Human Services,Federal,Grant Programs,Deaf & Hard Of Hearing Grants,75000,0,75000,0,75000,0
2021,Department of Human Services,Federal,Grant Programs,Disabilities Grants,13252868.01,0,10821460.66,2431407.35,11512536.33,691075.67
2021,Department of Human Services,Federal,Grant Programs,Health Care Grants,85074848.21,0,11149204.03,73925644.18,11460862.2,311658.17
2021,Department of Human Services,Federal,Grant Programs,Housing Support Grants,359503.64,0,359503.64,0,359503.64,0
2021,Department of Human Services,Federal,Grant Programs,Other Long Term Grants,1192990,0,1054655.32,138334.68,1166237.77,111582.45
2021,Department of Human Services,Federal,Grant Programs,Refugee Services Grants,11049836,0,3291278.29,7758557.71,4605828.97,1314550.68
2021,Department of Human Services,Federal,Grant Programs,Support Services Grants,9242739.22,0,1252539.02,7990200.2,3062209.06,1809670.04
2021,Department of Human Services,Federal,Technical Activities,Technical Activities,841218431.99,0,685040845.57,156177586.42,692155174.39,7114328.82
2021,Department of Human Services,Federal TANF,Central Office Operations,Children & Families,2582000,0,2251952.42,330047.58,2467393.67,215441.25
2021,Department of Human Services,Federal TANF,Central Office Operations,Operations,100000,0,0,100000,0,0
2021,Department of Human Services,Federal TANF,Forecasted Programs,MFIP/DWP,43547480.72,0,43547480.72,0,43547480.72,0
2021,Department of Human Services,Federal TANF,Grant Programs,Children's Services Grants,216418,0,123007,93411,140000,16993
2021,Department of Human Services,Federal TANF,Grant Programs,Support Services Grants,92611266.61,0,90084458.6,2526808.01,92237863.41,2153404.81
2021,Department of Human Services,Federal TANF,Technical Activities,Technical Activities,106955751.83,0,80256881.02,26698870.81,80904076.1,647195.08
2021,Department of Human Services,General,Central Office Operations,Aging & Disability Services,12921657.17,2999.95,12918657.22,0,13017156.01,95498.84
2021,Department of Human Services,General,Central Office Operations,"Behavioral, Housing, & DHH",30225112.2,0,30225112.2,0,30533685.82,308573.62
2021,Department of Human Services,General,Central Office Operations,Children & Families,12094846.68,0,12094846.68,0,12142690.47,47843.79
2021,Department of Human Services,General,Central Office Operations,Community Support,0,0,0,0,0,0
2021,Department of Human Services,General,Central Office Operations,Continuing Care of Older Adults,826319.88,0,826319.88,0,826319.88,0
2021,Department of Human Services,General,Central Office Operations,Health Care,15667767.07,0,15667767.07,0,17416219.24,1748452.17
2021,Department of Human Services,General,Central Office Operations,Operations,78859960.39,0,78859960.39,0,80361917.43,1501957.04
2021,Department of Human Services,General,Direct Care Treatment,DCT - Community Based Svcs,11038756.32,0,11038756.32,0,11315699.71,276943.39
2021,Department of Human Services,General,Direct Care Treatment,DCT - Forensic Svcs,113884175.08,0,113884175.08,0,114014452.03,130276.95
2021,Department of Human Services,General,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,119924425.83,0,119924425.83,0,120652735.25,728309.42
2021,Department of Human Services,General,Direct Care Treatment,DCT - MSOP,91519414.37,0,91519414.37,0,92218809.37,699395
2021,Department of Human Services,General,Direct Care Treatment,DCT - Operations,33260978.72,6848.87,33254129.85,0,33529687.3,268708.58
2021,Department of Human Services,General,Forecasted Programs,Alternative Care,15832998.93,0,15832998.93,0,15832998.93,0
2021,Department of Human Services,General,Forecasted Programs,Behavioral Health Fund,0,0,0,0,0,0
2021,Department of Human Services,General,Forecasted Programs,CD Treatment Fund,37201000,0,37201000,0,37201000,0
2021,Department of Human Services,General,Forecasted Programs,General Assistance,54048835.71,0,54048835.71,0,54048835.71,0
2021,Department of Human Services,General,Forecasted Programs,Group Residential Housing,-81345.67,0,-81345.67,0,-81345.67,0
2021,Department of Human Services,General,Forecasted Programs,Housing Support,180926496.35,0,180926496.35,0,180926496.35,0
2021,Department of Human Services,General,Forecasted Programs,MFIP Child Care Assistance,39156290,0,39156290,0,39156290,0
2021,Department of Human Services,General,Forecasted Programs,MFIP/DWP,144678000,0,144678000,0,144678000,0
2021,Department of Human Services,General,Forecasted Programs,MN Supplemental Assistance,50075398.07,0,50075398.07,0,50075398.07,0
2021,Department of Human Services,General,Forecasted Programs,Medical Assistance,4783412031.86,0,4783412031.86,0,4783427386.73,15354.87
2021,Department of Human Services,General,Forecasted Programs,Northstar,86598946.36,0,86598946.36,0,87139920.06,540973.7
2021,Department of Human Services,General,Grant Programs,Adult Mental Health Grants,69040228.56,0,69040228.56,0,69624952.64,584724.08
2021,Department of Human Services,General,Grant Programs,Aging & Adult Services Grants,27409539.95,0,27409539.95,0,30161734.09,2752194.14
2021,Department of Human Services,General,Grant Programs,BSF Child Care Assistance Grts,53616000,0,53616000,0,53616000,0
2021,Department of Human Services,General,Grant Programs,CD Treatment Support Grants,4044697.99,0,3358487.8,686210.19,3729033,370545.2
2021,Department of Human Services,General,Grant Programs,Child & Community Service Grts,59701000,0,59701000,0,59701000,0
2021,Department of Human Services,General,Grant Programs,Child & Economic Support Grts,22507062.45,0,22507062.45,0,23115815.84,608753.39
2021,Department of Human Services,General,Grant Programs,Child Care Development Grants,2383187.65,0,2383187.65,0,2906637.71,523450.06
2021,Department of Human Services,General,Grant Programs,Child Mental Health Grants,18532732.18,0,18532732.18,0,19470595.52,937863.34
2021,Department of Human Services,General,Grant Programs,Child Support Enforcement Grts,0,0,0,0,0,0
2021,Department of Human Services,General,Grant Programs,Children's Services Grants,46854335.09,0,46854335.09,0,47873814.12,1019479.03
2021,Department of Human Services,General,Grant Programs,Deaf & Hard Of Hearing Grants,2699387.43,0,2699387.43,0,2849799.5,150412.07
2021,Department of Human Services,General,Grant Programs,Disabilities Grants,57055193.84,0,57055193.84,0,57728537.07,673343.23
2021,Department of Human Services,General,Grant Programs,Health Care Grants,3231349.68,0,3231349.68,0,3539102,307752.32
2021,Department of Human Services,General,Grant Programs,Housing Support Grants,10116633.4,0,10116633.4,0,10363928.94,247295.54
2021,Department of Human Services,General,Grant Programs,Other Long Term Grants,883234.27,0,883234.27,0,1643400,760165.73
2021,Department of Human Services,General,Grant Programs,Support Services Grants,8548174.92,0,8548174.92,0,8691247.92,143073
2021,Department of Human Services,General Projects,Grant Programs,Children's Services Grants,5575000,0,5575000,0,5575000,0
2021,Department of Human Services,Gift,Central Office Operations,Aging & Disability Services,15055.62,0,0,15055.62,0,0
2021,Department of Human Services,Gift,Central Office Operations,"Behavioral, Housing, & DHH",12989.08,0,0,12989.08,0,0
2021,Department of Human Services,Gift,Central Office Operations,Health Care,0,0,0,0,0,0
2021,Department of Human Services,Gift,Direct Care Treatment,DCT - Community Based Svcs,1590.93,0,739.03,851.9,739.03,0
2021,Department of Human Services,Gift,Direct Care Treatment,DCT - Operations,75.39,0,0,75.39,0,0
2021,Department of Human Services,Gift,Grant Programs,Child Mental Health Grants,867877,0,867877,0,888300,20423
2021,Department of Human Services,Gift,Grant Programs,Children's Services Grants,23994.16,0,0,23994.16,0,0
2021,Department of Human Services,Gift,Grant Programs,Deaf & Hard Of Hearing Grants,12821,0,0,12821,0,0
2021,Department of Human Services,Health Care Access,Central Office Operations,Health Care,27620789.62,0,27620789.62,0,27657447.29,36657.67
2021,Department of Human Services,Health Care Access,Central Office Operations,Operations,6289645.98,0,6289645.98,0,6306989.47,17343.49
2021,Department of Human Services,Health Care Access,Forecasted Programs,Medical Assistance,602583000,0,602583000,0,602583000,0
2021,Department of Human Services,Health Care Access,Forecasted Programs,MinnesotaCare,77215645.98,0,65817444.01,11398201.97,65817444.01,0
2021,Department of Human Services,Health Care Access,Grant Programs,Health Care Grants,663436.95,0,663436.95,0,667030,3593.05
2021,Department of Human Services,Health Care Access,Technical Activities,Technical Activities,121543,0,121543,0,121543,0
2021,Department of Human Services,Lottery,Central Office Operations,"Behavioral, Housing, & DHH",95470.23,0,95470.23,0,95470.23,0
2021,Department of Human Services,Lottery,Grant Programs,CD Treatment Support Grants,1210493.91,0,1210493.91,0,1732335.49,521841.58
2021,Department of Human Services,Lottery,Technical Activities,Technical Activities,323,0,323,0,323,0
2021,Department of Human Services,MN State Operated Comm Svcs,Direct Care Treatment,DCT - Community Based Svcs,114196140.49,0,114196140.49,0,114296177.85,100037.36
2021,Department of Human Services,Minnesota State Industries,Direct Care Treatment,DCT - MSOP,987439.73,0,718352.09,269087.64,737906.48,19554.39
2021,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Forensic Svcs,1786185.26,0,1786185.26,0,1786876.51,691.25
2021,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,199550.3,0,199550.3,0,199550.3,0
2021,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MSOP,3482716.05,0,3482716.05,0,3502531.72,19815.67
2021,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Operations,2226.27,0,0,2226.27,0,0
2021,Department of Human Services,Miscellaneous Agency,Fiduciary Activities,Fiduciary Activities,29891806.55,0,6904711.15,22987095.4,7362777.45,458066.3
2021,Department of Human Services,Opiate Epidemic Response,Central Office Operations,"Behavioral, Housing, & DHH",103191.83,0,103191.83,0,103326.83,135
2021,Department of Human Services,Opiate Epidemic Response,Grant Programs,Adult Mental Health Grants,1403720.14,0,1403720.14,0,1824962,421241.86
2021,Department of Human Services,Opiate Epidemic Response,Grant Programs,CD Treatment Support Grants,294531.37,0,294531.37,0,500000,205468.63
2021,Department of Human Services,Opiate Epidemic Response,Grant Programs,Child & Community Service Grts,4988591.88,0,4988591.88,0,5234650,246058.12
2021,Department of Human Services,Opiate Epidemic Response,Technical Activities,Technical Activities,0,0,0,0,0,0
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Aging & Disability Services,6083244.91,0,1481144.91,4602100,1816347.41,335202.5
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",10833650.44,0,5016902.48,5816747.96,5080300.45,63397.97
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Centralized IT,399818818.31,456.75,203314434.44,196503927.12,206079665.66,2764774.47
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Children & Families,44080220.91,0,30435868.02,13644352.89,31367695.19,931827.17
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Community Support,35000,0,-11200,46200,0,11200
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Health Care,83195780.27,11161.14,47994322.27,35190296.86,52718266.02,4712782.61
2021,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Operations,43320791.87,0,27137670.14,16183121.73,27401598.91,263928.77
2021,Department of Human Services,Other Misc Special Revenue,Direct Care Treatment,DCT - Operations,18818664.58,0,9009164.58,9809500,9009164.58,0
2021,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Behavioral Health Fund,276461145.47,0,156916422.99,119544722.48,156926253.73,9830.74
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Aging & Adult Services Grants,52181.92,0,26097.63,26084.29,26097.63,0
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,CD Treatment Support Grants,1540958.87,0,636877.67,904081.2,665530.81,28653.14
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child & Economic Support Grts,357632.52,0,175291.52,182341,182340.5,7048.98
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Care Development Grants,4530389.72,0,625611.73,3904777.99,1520841.98,895230.25
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Mental Health Grants,276000,0,114162.45,161837.55,276000,161837.55
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,36097.92,0,-13902.08,50000,-13902.08,0
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Children's Services Grants,5981123.46,0,1597453.46,4383670,2855600,1258146.54
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Deaf & Hard Of Hearing Grants,273431.71,0,273431.71,0,273431.71,0
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Disabilities Grants,166578.57,0,166578.57,0,166578.57,0
2021,Department of Human Services,Other Misc Special Revenue,Grant Programs,Other Long Term Grants,4596223.21,0,596223.21,4000000,950151.76,353928.55
2021,Department of Human Services,Other Misc Special Revenue,Technical Activities,Technical Activities,4122344.4,0,713079.2,3409265.2,1608323.2,895244
2021,Department of Human Services,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Aging & Disability Services,362086.08,0,228726.08,133360,228726.08,0
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",12505048.84,0,6398238.45,6106810.39,6402543.35,4304.9
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Children & Families,687914.88,0,253896.66,434018.22,318432.72,64536.06
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Community Support,88500,0,32250,56250,32250,0
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Continuing Care of Older Adults,0,0,0,0,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Health Care,2868867.76,0,1310797.29,1558070.47,1371407.83,60610.54
2021,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Operations,7584928.6,0,6558711.33,1026217.27,6564832.96,6121.63
2021,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Community Based Svcs,5235.88,0,5235.88,0,5235.88,0
2021,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Forensic Svcs,881468.57,0,766780.23,114688.34,767852.81,1072.58
2021,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Operations,6067950.8,0,5944284.03,123666.77,5967998.25,23714.22
2021,Department of Human Services,Restrict Misc Special Revenue,Fiduciary Activities,Fiduciary Activities,122500.47,0,0,122500.47,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Alternative Care,2921447.21,0,1161838.76,1759608.45,1161838.76,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,CD Treatment Fund,203262.33,0,0,203262.33,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,General Assistance,2265498.51,0,1138371.37,1127127.14,1962280.22,823908.85
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Housing Support,57257.82,0,17604.88,39652.94,17604.88,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MFIP/DWP,511006.19,0,0,511006.19,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MN Supplemental Assistance,5243,0,243,5000,243,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Medical Assistance,76271464.14,0,76250452.26,21011.88,76250452.26,0
2021,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MinnesotaCare,412793.72,0,0,412793.72,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Adult Mental Health Grants,831439.93,0,804960.93,26479,1336525.22,531564.29
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,CD Treatment Support Grants,390671.36,0,131129.21,259542.15,192925.96,61796.75
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child & Economic Support Grts,137928.67,0,137928.67,0,137928.67,0
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,1569411,0,1569411,0,1569411,0
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Children's Services Grants,3134953.4,0,1019953.4,2115000,1359695.41,339742.01
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Disabilities Grants,11193925.24,0,11160250.35,33674.89,12496634.96,1336384.61
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Other Long Term Grants,0,0,0,0,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Refugee Services Grants,1369043.39,0,739171.39,629872,814936,75764.61
2021,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Support Services Grants,0,0,0,0,0,0
2021,Department of Human Services,Restrict Misc Special Revenue,Technical Activities,Technical Activities,1655713.1,0,733149.1,922564,746663.9,13514.8
2021,Department of Human Services,SOS TBI & Adol Ent Svcs,Direct Care Treatment,DCT - Community Based Svcs,1565091.66,0,1280322.83,284768.83,1281322.83,1000
2021,Department of Human Services,SOS TBI & Adol Ent Svcs,Direct Care Treatment,DCT - Operations,1493.13,0,0,1493.13,0,0
2021,Department of Human Services,State Government Special Rev,Central Office Operations,Aging & Disability Services,124446.63,0,124446.63,0,124446.63,0
2021,Department of Human Services,State Government Special Rev,Central Office Operations,Operations,4176014.85,0,4176014.85,0,4176014.85,0
2021,Department of Human Services,State Government Special Rev,Technical Activities,Technical Activities,15443,0,15443,0,15443,0
2021,Dietetics & Nutrition Practice,Health Related Boards,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,139013.04,0,139013.04,0,140971,1957.96
2021,Dietetics & Nutrition Practice,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Dietetics & Nutrition Practice,Restrict Misc Special Revenue,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,6030.75,0,6030.75,0,6150,119.25
2021,Disability Council,General,Council On Disability,Council On Disability,1091994.33,0,1091994.33,0,1102086.7,10092.37
2021,Disability Council,Gift,Council On Disability,Council On Disability,1,0,0,1,0,0
2021,Disability Council,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Disability Council,Restrict Misc Special Revenue,Council On Disability,Council On Disability,0,0,0,0,0,0
2021,Education Department,ARP-State Fiscal Recovery,Education Leadership & Support,Education Leadership & Support,9946614.99,0,9946614.99,0,9946614.99,0
2021,Education Department,Arts & Cultural Heritage Fund,Libraries,Basic Support & Fed Grants,2241974.09,0,2241974.09,0,2550000,308025.91
2021,Education Department,Arts & Cultural Heritage Fund,Special Student & Teacher,Other Special Student Opportun,10170.78,0,10170.78,0,10170.78,0
2021,Education Department,Arts & Cultural Heritage Fund,Student & Teachr Opportunities,Other Special Student Opportun,12441.84,0,12441.84,0,12441.84,0
2021,Education Department,Coronavirus Relief Fund,Education Leadership & Support,Education Leadership & Support,244306577.74,0,244306577.74,0,244782127.97,475550.23
2021,Education Department,Coronavirus Relief Fund,Nutrition,Summer Food,13438123.16,0,13438123.16,0,13438123.16,0
2021,Education Department,Endowment School,General Education,General Education,36678054.25,0,36678054.25,0,36678054.25,0
2021,Education Department,Federal,Choice Programs,Charter School Lease Aid,7712644.01,0,4449315.43,3263328.58,6109019.85,1659704.42
2021,Education Department,Federal,Early Childhood & Family Supp,Access to Quality Early Learning,21391583.06,0,3417214.45,17974368.61,3417897.58,683.13
2021,Education Department,Federal,Early Childhood & Family Supp,Infant & Toddler Intervention,7876990,0,6223155.64,1653834.36,6223155.64,0
2021,Education Department,Federal,Early Childhood & Family Supp,Preschool Special Ed,6000000,0,5528362.85,471637.15,5528362.85,0
2021,Education Department,Federal,Education Leadership & Support,Education Leadership & Support,116191830.06,0,90633221.19,25558608.87,93157785.86,2524564.67
2021,Education Department,Federal,Education Leadership & Support,Student & School Success,59288,0,0,59288,0,0
2021,Education Department,Federal,Innovation & Accountability,Assessments,808972,0,719204.27,89767.73,719204.27,0
2021,Education Department,Federal,Libraries,Basic Support & Fed Grants,607129.94,0,604246.54,2883.4,607129.94,2883.4
2021,Education Department,Federal,Nutrition,Child & Adult Care Food Progrm,235404017.95,0,155666295.22,79737722.73,155666295.22,0
2021,Education Department,Federal,Nutrition,Child & Adult Food Care,1939265.28,0,1560601.23,378664.05,1560601.23,0
2021,Education Department,Federal,Nutrition,Commodities,0,0,0,0,0,0
2021,Education Department,Federal,Nutrition,Kindergarten Milk,460976.41,0,351269.43,109706.98,351269.43,0
2021,Education Department,Federal,Nutrition,MN Free School Meals-Breakfast,6070000.47,0,5212928.86,857071.61,5212928.86,0
2021,Education Department,Federal,Nutrition,MN Free School Meals-Lunch,22563561.1,0,19340869.35,3222691.75,19340943.06,73.71
2021,Education Department,Federal,Nutrition,School Breakfast,955837.2,0,953919.5,1917.7,953919.5,0
2021,Education Department,Federal,Nutrition,School Lunch,3634936.69,0,3091237.46,543699.23,3091237.46,0
2021,Education Department,Federal,Nutrition,Summer Food,717390104.08,0,568767803.33,148622300.75,570326929.04,1559125.71
2021,Education Department,Federal,Nutrition,USDA Foods,8070443,0,7197571.71,872871.29,7197571.71,0
2021,Education Department,Federal,Other General Education,Career & Technical Aid,70424.03,0,46825.45,23598.58,46825.45,0
2021,Education Department,Federal,Other General Education,Career & Technical Education,7415206.43,0,7415206.43,0,7415206.43,0
2021,Education Department,Federal,Self Sufficient & Lifelong Lrn,Adult Basic Education,5647340.41,0,5647340.41,0,5647340.41,0
2021,Education Department,Federal,Special Education,Other Federal Sp Ed Programs,120868.73,0,120868.73,0,120868.73,0
2021,Education Department,Federal,Special Education,Special Education - Regular,176878682.6,0,176664536.93,214145.67,176667103.68,2566.75
2021,Education Department,Federal,Special Student & Teacher,Elem Sec Educ Act Programs,65005655.37,0,65005611.4,43.97,65005611.4,0
2021,Education Department,Federal,Student & Teachr Opportunities,Elementary Sec Educ Act Prog,274804347.5,0,238480946.73,36323400.77,238689292.37,208345.64
