Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2026,Corrections Dept,Gift,Incarceration & Pre-Release Sv,MCF-Willow River-CIP,5,0,0,5,0,0
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,Correctional Industries,3356180.66,98143.95,252347.54,3103833.12,353000,2508.51
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,Education,5304734.12,2752823.19,2545410.93,2759323.19,5302234.12,4000
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,Health Services-Corrections,245493.62,112317.56,122358.21,117235.41,245493.62,10817.85
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,Institution Support Services,6766686.78,7000,221009.58,6538677.2,235005,6995.42
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF - TOGO - CIP MALE,64041.97,546.37,1113.88,62381.72,6290,4629.75
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Faribault,1215476.94,0,22957.04,1192519.9,189500,166542.96
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Lino Lakes,136163.28,0,31873.52,104289.76,102010,70136.48
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Moose Lake,462664.68,14294.67,7420.93,440949.08,32455,10739.4
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Oak Park Heights,14757.72,0,0,14757.72,10705,10705
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Red Wing,31499.12,0,0,31499.12,7100,7100
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Rush City,297251.56,2438.75,2622.36,292190.45,10340,5278.89
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Shakopee,250947.6,230.36,5034.56,245682.68,17305,12040.08
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-St. Cloud,196276.46,483.89,14624.75,181167.82,26160,11051.36
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Stillwater,390318.52,0,-24,390342.52,20205,20229
2026,Corrections Dept,Other Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Willow River-CIP,29928.46,0,0,29928.46,165,165
2026,Corrections Dept,Other Misc Special Revenue,Org Regulatory & Admin Svc,Operations Support Services,6511259.76,192124.5,63821.5,6255313.76,258000,2054
2026,Corrections Dept,Other Misc Special Revenue,Org Regulatory & Admin Svc,Victim Services,228100.56,119143.73,65840.49,162260.07,228100.56,43116.34
2026,Corrections Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Corrections Dept,Renewable Development,Incarceration & Pre-Release Sv,Institution Support Services,482974.94,30181.17,67801.65,384992.12,482974.94,384992.12
2026,Corrections Dept,Restrict Misc Special Revenue,Community Supv & Post-Rel Svcs,Instn Comm Svcs Work Crews,3777757.43,425960.21,1174291.5,2221708.65,1941006,340754.29
2026,Corrections Dept,Restrict Misc Special Revenue,Community Supv & Post-Rel Svcs,Probation & Supervised Release,6000000,1735360.33,4249226.65,1750773.35,6000000,15413.02
2026,Corrections Dept,Restrict Misc Special Revenue,Community Supv & Post-Rel Svcs,Sentencing to Service,409159.51,23739.16,172245.72,236913.79,195970.27,-14.61
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,Corr Institutn-Special Revenue,748048.1,0,38456.25,709591.85,90000,51543.75
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,Education,2000,0,0,2000,2000,2000
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,Health Services-Corrections,273547.62,30286.05,9713.95,263833.67,90000,50000
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,Institution Support Services,842858.35,0,0,842858.35,0,0
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF - TOGO - CIP MALE,31556.22,0,0,31556.22,2400,2400
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Faribault,809502.71,397909.95,192684.19,218908.57,602400,11805.86
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Lino Lakes,798593.76,77120.77,78614.48,642858.51,180100,24364.75
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Moose Lake,778914.74,69774.37,97349.14,611791.23,183647.7,16524.19
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Oak Park Heights,109019.84,18010.84,15555.26,75453.74,38700,5133.9
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Red Wing,19469.24,0,0,19469.24,5000,5000
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Rush City,616378.47,143378.95,9945.18,463054.34,181100,27775.87
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Shakopee,295400.53,11264.41,593.81,283542.31,111300,99441.78
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-St. Cloud,1188130.11,140794.15,58207.29,989128.67,222000,22998.56
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Stillwater,749533.99,232647.16,64023.2,452863.63,324800,28129.64
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,MCF-Willow River-CIP,21870.91,6000,-443.24,16314.15,7005,1448.24
2026,Corrections Dept,Restrict Misc Special Revenue,Incarceration & Pre-Release Sv,Office of Special Investigations,3285.37,0,0,3285.37,0,0
2026,Corrections Dept,Restrict Misc Special Revenue,Org Regulatory & Admin Svc,Inspection and Enforcement,80858.57,12086.25,4395,64377.32,70858.57,54377.32
2026,Corrections Dept,Social Welfare Agency,Incarceration & Pre-Release Sv,Institution Support Services,31097364.28,19931.09,14870442.74,16206990.45,22045000,7154626.17
2026,Corrections Dept,Social Welfare Agency,Org Regulatory & Admin Svc,Victim Services,31747.44,3771.56,1177.86,26798.02,22000,17050.58
2026,Cosmetologist Exam Board,General,Cosmetology,Cosmetology,4425835.98,2100563.86,1472420.81,2312553.46,4407575.6,834590.93
2026,Cosmetologist Exam Board,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Council for MN of African Heri,General,African Heritage Council,African Heritage Council,997076.24,535665.71,361848.29,524443.43,997076.24,99562.24
2026,Council for MN of African Heri,Gift,African Heritage Council,African Heritage Council,792.98,0,0,792.98,0,0
2026,Council for MN of African Heri,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Council for MN of African Heri,Restrict Misc Special Revenue,African Heritage Council,African Heritage Council,0,0,0,0,0,0
2026,Court Of Appeals,General,Court Of Appeals,Court Of Appeals,15798518.89,8202529.73,7244756.51,7874059.2,15798518.89,351232.65
2026,Court Of Appeals,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Dentistry Board,Health Related Boards,Dentistry Board,Administrative Services Unit,5646425.09,1061325.58,736402.37,4315599.5,2883153.96,1085426.01
2026,Dentistry Board,Health Related Boards,Dentistry Board,Dentistry Board Of,2178908.5,925851.07,672926.1,1250084.64,2176908.5,578131.33
2026,Dentistry Board,Other Misc Special Revenue,Dentistry Board,Administrative Services Unit,73216.72,0,0,73216.72,0,0
2026,Dentistry Board,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Dentistry Board,Restrict Misc Special Revenue,Dentistry Board,Dentistry Board Of,64527.25,13864,11136,39527.25,49000,24000
2026,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,"Behavioral, Housing, & DHH",661317.68,231466.41,215076.84,446240.84,461317.68,14774.43
2026,Department of Human Services,ARP-State Fiscal Recovery,Technical Activities,Technical Activities,0,0,0,0,0,0
2026,Department of Human Services,Child Support Enforcement,Fiduciary Activities,Fiduciary Activities,0,0,0,0,0,0
2026,Department of Human Services,Endowment,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2026,Department of Human Services,Family and Medical Benefit Ins,Central Office Operations,Operations,194000,194000,0,194000,194000,0
2026,Department of Human Services,Federal,Central Office Operations,Aging & Disability Services,12560489.35,5688168.24,4431694.94,7352869.97,11985115.62,1865252.44
2026,Department of Human Services,Federal,Central Office Operations,"Behavioral, Housing, & DHH",18315043.18,8414954.19,3154796.8,13294470.63,17506181,5936430.01
2026,Department of Human Services,Federal,Central Office Operations,Children & Families,72657625.94,17910579.62,8713250.48,62434707.59,57915457.73,31291627.63
2026,Department of Human Services,Federal,Central Office Operations,Health Care,400160,301844.83,91729.17,308430.83,400160,6586
2026,Department of Human Services,Federal,Central Office Operations,"Homelessness, Housing and Support Services",126000,113293.66,1745.24,124254.76,126000,10961.1
2026,Department of Human Services,Federal,Central Office Operations,Operations,5715255,3097148.4,1327269.45,4297274.69,5715255,1290837.15
2026,Department of Human Services,Federal,Central Office Operations,Resettlement Programs Office,5001000,2258493.87,2259237.35,2422752.33,5001000,483268.78
2026,Department of Human Services,Federal,Forecasted Programs,Alternative Care,25226975.18,0,18398275.26,6828699.92,24918000,6519724.74
2026,Department of Human Services,Federal,Forecasted Programs,MFIP Child Care Assistance,119479628.31,0,91603213.57,27876414.74,112653519,21050305.43
2026,Department of Human Services,Federal,Forecasted Programs,MFIP/DWP,482582000.36,0,37222510.27,445359490.09,409497000,372274489.73
2026,Department of Human Services,Federal,Forecasted Programs,Medical Assistance,12572835054.77,1943134.27,7775237658.81,4795654261.69,12571084500,4793903706.92
2026,Department of Human Services,Federal,Forecasted Programs,MinnesotaCare,616250465.79,0,514046282.21,102204183.58,592324000,78277717.79
2026,Department of Human Services,Federal,Forecasted Programs,Northstar,103665691.05,0,14827737.37,88837953.68,101643000,86815262.63
2026,Department of Human Services,Federal,Grant Programs,Adult Mental Health Grants,26142400,9595256.19,5010510.94,11536632.87,26110758,11504990.87
2026,Department of Human Services,Federal,Grant Programs,Aging & Adult Services Grants,36685327.64,14168874.49,9674665.53,12841787.62,35248216.78,11404676.76
2026,Department of Human Services,Federal,Grant Programs,BSF Child Care Assistance Grts,123629287.65,118.32,123097103.96,532065.37,123629287.65,532065.37
2026,Department of Human Services,Federal,Grant Programs,CD Treatment Support Grants,49141383.76,12657514.22,11746782.92,24737086.62,40800450.18,16396153.04
2026,Department of Human Services,Federal,Grant Programs,Child & Community Service Grts,39590000,378116,9896840,29315044,29998578,19723622
2026,Department of Human Services,Federal,Grant Programs,Child & Economic Support Grts,1376463132.42,3354770.21,206332553.8,1166775808.41,1376461801,1166774476.99
2026,Department of Human Services,Federal,Grant Programs,Child Care Development Grants,138656000,26478989.06,11307622.2,100869388.74,39637864,1851252.74
2026,Department of Human Services,Federal,Grant Programs,Child Mental Health Grants,12826146.15,188256,167118.37,12470771.78,6590646.87,6235272.5
2026,Department of Human Services,Federal,Grant Programs,Child Support Enforcement Grts,2759758,611576.41,377106.37,1771075.22,2669758,1681075.22
2026,Department of Human Services,Federal,Grant Programs,Children's Services Grants,55296047.97,9061083.76,10891504.48,35343459.73,53364453,33411864.76
2026,Department of Human Services,Federal,Grant Programs,Deaf & Hard Of Hearing Grants,75000,0,75000,0,75000,0
2026,Department of Human Services,Federal,Grant Programs,Disabilities Grants,19184004.13,1865057.9,10698436.56,6620509.67,19184004.13,6620509.67
2026,Department of Human Services,Federal,Grant Programs,Health Care Grants,53664535.79,1724881.58,29118575.99,22821078.22,53664535.79,22821078.22
2026,Department of Human Services,Federal,Grant Programs,Housing Support Grants,3389000,1237719.91,796231.09,1355049,3389000,1355049
2026,Department of Human Services,Federal,Grant Programs,Other Long Term Grants,15244000,4673849.74,948413.44,9621736.82,15244000,9621736.82
2026,Department of Human Services,Federal,Grant Programs,Refugee Services Grants,60464107.43,15394261.78,6867260.48,38202585.17,59464107.43,37202585.17
2026,Department of Human Services,Federal,Grant Programs,Support Services Grants,11200000,1285062.88,327474.44,9587462.68,11200000,9587462.68
2026,Department of Human Services,Federal,Technical Activities,Technical Activities,891834083.83,16319942.37,157277867.73,718236273.73,883511800.27,709913990.17
2026,Department of Human Services,Federal TANF,Central Office Operations,Children & Families,3848982.82,1639279.97,928813.1,2899466.9,3676000,1107906.93
2026,Department of Human Services,Federal TANF,Central Office Operations,Operations,15,0,0,15,0,0
2026,Department of Human Services,Federal TANF,Forecasted Programs,MFIP/DWP,130886187.05,0,47603461.52,83282725.53,127792000,80188538.48
2026,Department of Human Services,Federal TANF,Grant Programs,Child & Economic Support Grts,90000,0,0,90000,90000,90000
2026,Department of Human Services,Federal TANF,Grant Programs,Children's Services Grants,140000,0,0,140000,140000,140000
2026,Department of Human Services,Federal TANF,Grant Programs,Support Services Grants,96311000,1936088.91,28070916.54,66303994.55,96311000,66303994.55
2026,Department of Human Services,Federal TANF,Technical Activities,Technical Activities,71507000,11713000,598206,59195794,71507000,59195794
2026,Department of Human Services,General,Central Office Operations,Aging & Disability Services,77051193.85,36946763.01,23875321.02,44581624.41,77051193.85,16229109.82
2026,Department of Human Services,General,Central Office Operations,"Behavioral, Housing, & DHH",32924016.15,13913820.5,9260623.46,21672011.62,32834026.91,9659582.95
2026,Department of Human Services,General,Central Office Operations,Children & Families,0,0,0,0,0,0
2026,Department of Human Services,General,Central Office Operations,Health Care,49670183,21838214.6,12481727.78,30168335.82,46578672.1,12258729.72
2026,Department of Human Services,General,Central Office Operations,"Homelessness, Housing and Support Services",9908953.37,4823001.58,3303455.39,5292878.07,9908953.37,1782496.4
2026,Department of Human Services,General,Central Office Operations,Office of Inspector General,37745846,18459008.81,14875152.43,22199235.24,37745846,4411684.76
2026,Department of Human Services,General,Central Office Operations,Operations,87345991.07,27948122.6,32010566.95,47686118.76,81648673.53,21689983.98
2026,Department of Human Services,General,Central Office Operations,Resettlement Programs Office,4739826.71,2593588.42,357965.2,4381363.34,4739826.71,1788273.09
2026,Department of Human Services,General,Direct Care Treatment,DCT - Community Based Svcs,0,0,0,0,0,0
2026,Department of Human Services,General,Direct Care Treatment,DCT - Forensic Svcs,139047.05,0,0,139047.05,0,0
2026,Department of Human Services,General,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,914702.08,0,0,914702.08,0,0
2026,Department of Human Services,General,Direct Care Treatment,DCT - MSOP,739315.26,0,0,739315.26,0,0
2026,Department of Human Services,General,Direct Care Treatment,DCT - Operations,218312,0,0,218312,0,0
2026,Department of Human Services,General,Forecasted Programs,Alternative Care,55694000,0,17984672.11,37709327.89,55694000,37709327.89
2026,Department of Human Services,General,Forecasted Programs,Behavioral Health Fund,0,0,0,0,0,0
2026,Department of Human Services,General,Forecasted Programs,General Assistance,84138000,0,44817204.83,39320795.17,84138000,39320795.17
2026,Department of Human Services,General,Forecasted Programs,Housing Support,269581000,10282837.25,138469877.16,120828285.59,269581000,120828285.59
2026,Department of Human Services,General,Forecasted Programs,MN Supplemental Assistance,67113000,0,34766718.84,32346281.16,67113000,32346281.16
2026,Department of Human Services,General,Forecasted Programs,Medical Assistance,8468244671,225352496.23,5731224133.1,2511668041.67,8468244671,2511668041.67
2026,Department of Human Services,General,Grant Programs,Adult Mental Health Grants,142562313.28,12271872.45,33828298.33,96462142.5,142562313.28,96462142.5
2026,Department of Human Services,General,Grant Programs,Aging & Adult Services Grants,55532082.61,28262003.91,14751026.03,12519052.67,55532082.61,12519052.67
2026,Department of Human Services,General,Grant Programs,CD Treatment Support Grants,53311034.23,12389866.56,1876539.54,39044628.13,53311034.23,39044628.13
2026,Department of Human Services,General,Grant Programs,Child & Economic Support Grts,62388104.81,50304985.64,12083119.17,0,62388104.81,0
2026,Department of Human Services,General,Grant Programs,Child Mental Health Grants,48101682.48,24843651.68,9016135.91,14241894.89,48101682.48,14241894.89
2026,Department of Human Services,General,Grant Programs,Deaf & Hard Of Hearing Grants,2886000,1878700.11,941682.89,65617,2886000,65617
2026,Department of Human Services,General,Grant Programs,Disabilities Grants,115631785.73,13174100.2,38387842.28,64069843.25,114526796.73,62964854.25
2026,Department of Human Services,General,Grant Programs,HIV Grants,5470000,3453329.98,819997.32,1196672.7,5470000,1196672.7
2026,Department of Human Services,General,Grant Programs,Health Care Grants,5936000,2258321.69,2625251.31,1052427,5936000,1052427
2026,Department of Human Services,General,Grant Programs,Housing Support Grants,93029655.56,58014632.83,28765645.45,6249377.28,93029655.56,6249377.28
2026,Department of Human Services,General,Grant Programs,Other Long Term Grants,27980551.67,2718273.33,-295997.96,25558276.3,27139042.73,24716767.36
2026,Department of Human Services,General,Grant Programs,Refugee Services Grants,13235392.02,2624839.49,447429.61,10163122.92,13235392.02,10163122.92
2026,Department of Human Services,Gift,Central Office Operations,Aging & Disability Services,18897.29,0,0,18897.29,0,0
2026,Department of Human Services,Gift,Central Office Operations,"Behavioral, Housing, & DHH",418.1,0,0,418.1,0,0
2026,Department of Human Services,Gift,Direct Care Treatment,DCT - Community Based Svcs,0,0,0,0,0,0
2026,Department of Human Services,Gift,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2026,Department of Human Services,Gift,Grant Programs,Child Mental Health Grants,400468.68,0,0,400468.68,0,0
2026,Department of Human Services,Health Care Access,Central Office Operations,Health Care,28891784.98,15617270.23,13069189.85,15729416.25,28891589,205128.92
2026,Department of Human Services,Health Care Access,Central Office Operations,Office of Inspector General,941000,17500,0,923500,941000,923500
2026,Department of Human Services,Health Care Access,Central Office Operations,Operations,12936487.89,3420583.46,2322608.6,9896845.79,10829939.24,5086747.18
2026,Department of Human Services,Health Care Access,Forecasted Programs,Medical Assistance,1052165000,0,0,1052165000,1052165000,1052165000
2026,Department of Human Services,Health Care Access,Forecasted Programs,MinnesotaCare,110921488,0,81781879.49,29139608.51,110921312,29139432.51
2026,Department of Human Services,Health Care Access,Grant Programs,Health Care Grants,3465000,13333.34,545766.66,2905900,3465000,2905900
2026,Department of Human Services,Health Related Boards,Central Office Operations,Office of Inspector General,55000,0,0,55000,55000,55000
2026,Department of Human Services,Health Related Boards,Central Office Operations,Operations,853000,0,0,853000,853000,853000
2026,Department of Human Services,Lottery,Central Office Operations,"Behavioral, Housing, & DHH",483000,435294.09,33705.91,449294.09,483000,14000
2026,Department of Human Services,Lottery,Grant Programs,CD Treatment Support Grants,1733000,1198614.57,530796.25,3589.18,1733000,3589.18
2026,Department of Human Services,MN State Operated Comm Svcs,Direct Care Treatment,DCT - Community Based Svcs,3717.81,0,0,3717.81,0,0
2026,Department of Human Services,Minnesota State Industries,Direct Care Treatment,DCT - MSOP,78537.33,0,0,78537.33,0,0
2026,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Forensic Svcs,0,0,0,0,0,0
2026,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,0,0,0,0,0,0
2026,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MSOP,2400,0,0,2400,0,0
2026,Department of Human Services,Miscellaneous Agency,Fiduciary Activities,Fiduciary Activities,0,0,0,0,0,0
2026,Department of Human Services,Opiate Epidemic Response,Central Office Operations,"Behavioral, Housing, & DHH",1650994.15,418390.78,375906.96,1263047.03,1650994.15,856696.41
2026,Department of Human Services,Opiate Epidemic Response,Central Office Operations,Office of Inspector General,321000,112850,4366.95,203783.05,321000,203783.05
2026,Department of Human Services,Opiate Epidemic Response,Grant Programs,Adult Mental Health Grants,3542048.59,1916582.94,92641.44,1532824.21,3542048.59,1532824.21
2026,Department of Human Services,Opiate Epidemic Response,Grant Programs,CD Treatment Support Grants,57035067.89,2087188.91,788916,54158962.98,30995067.89,28118962.98
2026,Department of Human Services,Opiate Epidemic Response,Grant Programs,Child & Community Service Grts,4877669.77,1838770.6,528285.4,2510613.77,4877669.77,2510613.77
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Aging & Disability Services,43799954.69,6800376.64,3867996.08,37310106.42,24108261.57,13439888.85
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",2347700.12,1028976.57,623422.53,902277.59,1660500,8100.9
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Centralized IT,392920115.57,16706434.67,59615474.67,316598403.23,248707738.26,172385828.92
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Health Care,108470136.65,46787094.31,23177477.28,60574494.87,90305549.47,20340977.88
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,"Homelessness, Housing and Support Services",573000,318518.39,178269.41,394730.59,500000,3212.2
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Office of Inspector General,13229854,1462354.88,1733036.96,11216853.54,7238081.2,4042689.36
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Operations,43064031.17,12498787.35,16890935.72,19726726.1,40098277.13,10708554.06
2026,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Resettlement Programs Office,0,0,0,0,0,0
2026,Department of Human Services,Other Misc Special Revenue,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2026,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Behavioral Health Fund,261143117.07,0,149141480.64,112001636.43,261139644.58,111998163.94
2026,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Medical Assistance,178917000,0,0,178917000,178917000,178917000
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,Aging & Adult Services Grants,71790911.93,46832,341665,71402414.93,388497,0
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,CD Treatment Support Grants,1299889.61,334759.98,2000,963129.63,1282504.22,945744.24
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Mental Health Grants,600000,87622.59,14192.4,498185.01,600000,498185.01
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,Deaf & Hard Of Hearing Grants,149713.5,114430.71,32793.29,2489.5,147627,403
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,Disabilities Grants,247000,211090.5,22909.5,13000,247000,13000
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,Other Long Term Grants,14210370.62,477063.66,-2441910.47,16175217.43,4124000,6088846.81
2026,Department of Human Services,Other Misc Special Revenue,Grant Programs,Refugee Services Grants,0,0,0,0,0,0
2026,Department of Human Services,Other Misc Special Revenue,Technical Activities,Technical Activities,3606618.25,0,-6249793,9856411.25,1397608,7647401
2026,Department of Human Services,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Aging & Disability Services,12911836.93,1612168.16,1455823.58,11274575.37,3405941,337949.26
2026,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",1069384,153986.47,154013.53,915370.47,715500,407500
2026,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Health Care,8629883.37,2479783.44,1232216.56,5352668.91,3874250,162250
2026,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,"Homelessness, Housing and Support Services",8198749.99,2922984.69,2351143.06,5612394.61,6930500,1656372.25
2026,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Office of Inspector General,26883733.14,10932710.67,7408031.73,16730675.6,21130207,2789464.6
2026,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Operations,1613966.04,434560.95,288578.03,1261745.22,1010287,287148.02
2026,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Community Based Svcs,1427.4,0,0,1427.4,0,0
2026,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Forensic Svcs,4405.25,0,0,4405.25,0,0
2026,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Operations,59262.08,0,0,59262.08,0,0
2026,Department of Human Services,Restrict Misc Special Revenue,Fiduciary Activities,Fiduciary Activities,9375000,0,3055447.9,6319552.1,9301293.9,6245846
2026,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Alternative Care,2725231.84,0,0,2725231.84,2211000,2211000
2026,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,General Assistance,150000,0,4035.11,145964.89,150000,145964.89
2026,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Housing Support,5795391.67,0,12498.31,5782893.36,2475000,2462501.69
2026,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Medical Assistance,133948270.99,0,11259615.42,122688655.57,99066000,87806384.58
2026,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Adult Mental Health Grants,3224175.77,1633744.27,710280.73,880150.77,3218412.77,874387.77
2026,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Aging & Adult Services Grants,13630.41,0,0,13630.41,0,0
2026,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,CD Treatment Support Grants,505269.75,43540,3200,458529.75,505000,458260
2026,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Disabilities Grants,14486189.63,3632527.61,3390943.85,7462718.17,9742000,2718528.54
2026,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Other Long Term Grants,2387748.52,164012,35988,2187748.52,964324.96,764324.96
2026,Department of Human Services,Restrict Misc Special Revenue,Technical Activities,Technical Activities,1067859.08,0,0,1067859.08,896644,896644
2026,Department of Human Services,State Government Special Rev,Central Office Operations,Aging & Disability Services,162608.49,99379.95,63228.54,99379.95,162608.49,0
2026,Department of Human Services,State Government Special Rev,Central Office Operations,Office of Inspector General,3845000,3600000,0,3845000,3845000,245000
2026,Department of Human Services,State Government Special Rev,Central Office Operations,Operations,165795.78,0,48695.36,117100.42,165795.78,117100.42
2026,Dietetics & Nutrition Practice,Health Related Boards,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,330175.08,177443.51,105477.45,181670.64,330175.08,47254.12
2026,Dietetics & Nutrition Practice,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Dietetics & Nutrition Practice,Restrict Misc Special Revenue,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,20661.75,182,5536,14943.75,6200,482
2026,Direct Care and Treatment,Endowment,Administration,Admin Support,75202.51,0,0,75202.51,500,500
2026,Direct Care and Treatment,General,Administration,Admin Support,91752805.35,49439814.89,27811224.8,50774841.27,78518681,1267641.31
2026,Direct Care and Treatment,General,Community Based Svcs,Community Based Svcs,13526760.05,5976619.61,4798799.04,8300260.04,11740200,964781.35
2026,Direct Care and Treatment,General,Forensic Svcs,Forensic Svcs,160625034.85,86940267.43,69880776.02,84389695.16,158637702,1816658.55
2026,Direct Care and Treatment,General,MH & Subs Abuse Tx Svcs,MH & Subs Abuse Tx Svcs,188309367.42,94685982.6,83746206.33,94088182.36,184102670,5670481.07
2026,Direct Care and Treatment,General,MSOP,MSOP,127819974.75,66023489.12,56034082.96,63711015.8,125222240,3164667.92
2026,Direct Care and Treatment,Gift,Administration,Admin Support,85244.28,0,0,85244.28,0,0
2026,Direct Care and Treatment,Gift,Community Based Svcs,Community Based Svcs,129733,0,31.62,129701.38,300,268.38
2026,Direct Care and Treatment,MN State Operated Comm Svcs,Community Based Svcs,Community Based Svcs,225127868.11,102174313.25,86204329.92,134460636.45,194181325,5802681.83
2026,Direct Care and Treatment,Minnesota State Industries,MSOP,MSOP,5484406.28,983860.8,701377.23,3799168.25,1946600,261361.97
2026,Direct Care and Treatment,Miscellaneous Agency,Forensic Svcs,Forensic Svcs,2727483.26,155647.37,999163.6,1572672.29,1886950,732139.03
2026,Direct Care and Treatment,Miscellaneous Agency,MH & Subs Abuse Tx Svcs,MH & Subs Abuse Tx Svcs,266914.76,0,100099.62,166815.14,220000,119900.38
