Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2023,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,"Behavioral, Housing, & DHH",0,0,0,0,0,0
2023,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,Children & Families,164962.19,0,164962.19,0,164962.19,0
2023,Department of Human Services,ARP-State Fiscal Recovery,Central Office Operations,Community Support,12360.92,0,12360.92,0,12360.92,0
2023,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,BSF Child Care Assistance Grts,7000000,0,7000000,0,7000000,0
2023,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Child & Economic Support Grts,34082729.38,2253129.37,31829600.01,0,34088839.38,6110
2023,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Child Mental Health Grants,9880196.07,0,9880196.07,0,11058988.93,1178792.86
2023,Department of Human Services,ARP-State Fiscal Recovery,Grant Programs,Health Care Grants,370164,0,370164,0,370164,0
2023,Department of Human Services,Building Construction-Bonded,Grant Programs,Adult Mental Health Grants,7500000,610800,6000000,889200,6610800,0
2023,Department of Human Services,Building Construction-Bonded,Grant Programs,Child & Economic Support Grts,900000,0,0,900000,900000,900000
2023,Department of Human Services,Child Support Enforcement,Fiduciary Activities,Fiduciary Activities,1279155147.81,0,539319815.22,739835332.59,539319815.22,0
2023,Department of Human Services,DHS Chemical Dependency Servs,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,19715849.96,0,19072309.43,643540.53,19377380.89,305071.46
2023,Department of Human Services,Endowment,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2023,Department of Human Services,Federal,Central Office Operations,Aging & Disability Services,7080835.98,0,4911602.38,2169233.6,5720355.55,808753.17
2023,Department of Human Services,Federal,Central Office Operations,"Behavioral, Housing, & DHH",15923652.15,0,5215964.19,10707687.96,5294319.25,78355.06
2023,Department of Human Services,Federal,Central Office Operations,Children & Families,67595700.2,6500,26684543.09,40904657.11,28237276.77,1546233.68
2023,Department of Human Services,Federal,Central Office Operations,Community Support,89690.03,0,5851.6,83838.43,5851.6,0
2023,Department of Human Services,Federal,Central Office Operations,Continuing Care of Older Adults,780026.3,0,283389.39,496636.91,283395.04,5.65
2023,Department of Human Services,Federal,Central Office Operations,Operations,12072810.67,0,5803157.58,6269653.09,6441409.06,638251.48
2023,Department of Human Services,Federal,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2023,Department of Human Services,Federal,Forecasted Programs,Alternative Care,27768664.54,0,23388774.48,4379890.06,23388774.48,0
2023,Department of Human Services,Federal,Forecasted Programs,MFIP Child Care Assistance,198431067.72,0,106611174.74,91819892.98,143411174.74,36800000
2023,Department of Human Services,Federal,Forecasted Programs,MFIP/DWP,154792104.88,0,154792104.88,0,154792104.88,0
2023,Department of Human Services,Federal,Forecasted Programs,Medical Assistance,12585165739.78,0,11757898904.7,827266835.08,11758042476.86,143572.16
2023,Department of Human Services,Federal,Forecasted Programs,MinnesotaCare,617784084.73,0,617707133.88,76950.85,617707417.86,283.98
2023,Department of Human Services,Federal,Forecasted Programs,Northstar,101603999.02,0,80532828.24,21071170.78,81091249.25,558421.01
2023,Department of Human Services,Federal,Grant Programs,Adult Mental Health Grants,37790869.56,0,12869038.55,24921831.01,15348352.11,2479313.56
2023,Department of Human Services,Federal,Grant Programs,Aging & Adult Services Grants,58354766.02,313609.38,35552203.64,22488953,42619292.74,6753479.72
2023,Department of Human Services,Federal,Grant Programs,BSF Child Care Assistance Grts,126424153.5,0,78447591.62,47976561.88,78447591.62,0
2023,Department of Human Services,Federal,Grant Programs,CD Treatment Support Grants,79204689.35,0,32779710.67,46424978.68,43299128.8,10519418.13
2023,Department of Human Services,Federal,Grant Programs,Child & Community Service Grts,30903714,0,30830795.81,72918.19,30903714,72918.19
2023,Department of Human Services,Federal,Grant Programs,Child & Economic Support Grts,1614646554.19,125854.19,1270148822.43,344371877.57,1277553678.36,7279001.74
2023,Department of Human Services,Federal,Grant Programs,Child Care Development Grants,224264135.4,0,196874943.75,27389191.65,203346186.55,6471242.8
2023,Department of Human Services,Federal,Grant Programs,Child Mental Health Grants,6976107.85,0,1586090.01,5390017.84,2250466.13,664376.12
2023,Department of Human Services,Federal,Grant Programs,Child Support Enforcement Grts,1439688,17533.33,244109.94,1178044.73,416168.14,154524.87
2023,Department of Human Services,Federal,Grant Programs,Children's Services Grants,63338241.19,0,32113196.51,31225044.68,35358958.06,3245761.55
2023,Department of Human Services,Federal,Grant Programs,Deaf & Hard Of Hearing Grants,125000,0,73813.58,51186.42,75000,1186.42
2023,Department of Human Services,Federal,Grant Programs,Disabilities Grants,16853855.86,0,12643578.34,4210277.52,12681138.31,37559.97
2023,Department of Human Services,Federal,Grant Programs,Health Care Grants,22695683.41,0,18938331.39,3757352.02,19270823.93,332492.54
2023,Department of Human Services,Federal,Grant Programs,Other Long Term Grants,2978000,0,1576234.23,1401765.77,2415770.6,839536.37
2023,Department of Human Services,Federal,Grant Programs,Refugee Services Grants,28474702.04,0,9050811.11,19423890.93,12852056.35,3801245.24
2023,Department of Human Services,Federal,Grant Programs,Support Services Grants,7131288.13,0,1071520.2,6059767.93,3140232.07,2068711.87
2023,Department of Human Services,Federal,Technical Activities,Technical Activities,913006477.46,34035.27,743574441.08,169398001.11,753905799.72,10297323.37
2023,Department of Human Services,Federal TANF,Central Office Operations,Children & Families,2582000,0,2240581.61,341418.39,2247927.5,7345.89
2023,Department of Human Services,Federal TANF,Central Office Operations,Operations,100000,0,0,100000,0,0
2023,Department of Human Services,Federal TANF,Forecasted Programs,MFIP/DWP,106744876.12,0,77716184.75,29028691.37,77716767.75,583
2023,Department of Human Services,Federal TANF,Grant Programs,Children's Services Grants,140000,0,140000,0,140000,0
2023,Department of Human Services,Federal TANF,Grant Programs,Support Services Grants,96311000,0,94475949.36,1835050.64,94872215.98,396266.62
2023,Department of Human Services,Federal TANF,Technical Activities,Technical Activities,99764744.63,0,73245394.43,26519350.2,76874897.2,3629502.77
2023,Department of Human Services,General,Central Office Operations,Aging & Disability Services,19980887.71,69.34,19980818.37,0,20319955.41,339067.7
2023,Department of Human Services,General,Central Office Operations,"Behavioral, Housing, & DHH",40842456.93,0,40842456.93,0,41179961.14,337504.21
2023,Department of Human Services,General,Central Office Operations,Children & Families,13657477.27,0,13657477.27,0,13692445.87,34968.6
2023,Department of Human Services,General,Central Office Operations,Community Support,1414045.48,0,1414045.48,0,1811341.48,397296
2023,Department of Human Services,General,Central Office Operations,Continuing Care of Older Adults,3636226.87,0,3636226.87,0,4132496.9,496270.03
2023,Department of Human Services,General,Central Office Operations,Health Care,20916213.26,132.61,20916080.65,0,21695398.47,779185.21
2023,Department of Human Services,General,Central Office Operations,Operations,87693573.76,0,87693573.76,0,88507163.1,813589.34
2023,Department of Human Services,General,Direct Care Treatment,DCT - Community Based Svcs,9588464.28,0,9588464.28,0,9644713.6,56249.32
2023,Department of Human Services,General,Direct Care Treatment,DCT - Forensic Svcs,125196100.02,0,125196100.02,0,125812420.69,616320.67
2023,Department of Human Services,General,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,139662336.6,215.54,139662121.06,0,140996784.73,1334448.13
2023,Department of Human Services,General,Direct Care Treatment,DCT - MSOP,101988647.84,0,101988647.84,0,102731969.89,743322.05
2023,Department of Human Services,General,Direct Care Treatment,DCT - Operations,37400349.95,0,37400349.95,0,38742478,1342128.05
2023,Department of Human Services,General,Forecasted Programs,Alternative Care,17346109.05,0,17346109.05,0,17346109.05,0
2023,Department of Human Services,General,Forecasted Programs,Behavioral Health Fund,0,0,0,0,0,0
2023,Department of Human Services,General,Forecasted Programs,CD Treatment Fund,0,0,0,0,0,0
2023,Department of Human Services,General,Forecasted Programs,General Assistance,48886110.73,0,48886110.73,0,48886110.73,0
2023,Department of Human Services,General,Forecasted Programs,Housing Support,197401132.26,0,197401132.26,0,197595774.92,194642.66
2023,Department of Human Services,General,Forecasted Programs,MFIP Child Care Assistance,0,0,0,0,0,0
2023,Department of Human Services,General,Forecasted Programs,MFIP/DWP,76969000,0,76969000,0,76969000,0
2023,Department of Human Services,General,Forecasted Programs,MN Supplemental Assistance,54581396.26,0,54581396.26,0,54581396.26,0
2023,Department of Human Services,General,Forecasted Programs,Medical Assistance,6128865574.42,0,6128865574.42,0,6128991882.59,126308.17
2023,Department of Human Services,General,Forecasted Programs,Northstar,96376348.23,0,96376348.23,0,96555214.73,178866.5
2023,Department of Human Services,General,Grant Programs,Adult Mental Health Grants,88910305.02,0,88910305.02,0,92844588.44,3934283.42
2023,Department of Human Services,General,Grant Programs,Aging & Adult Services Grants,32965910.67,41549.01,32924361.66,0,37518200.97,4552290.3
2023,Department of Human Services,General,Grant Programs,BSF Child Care Assistance Grts,53362000,0,53362000,0,53362000,0
2023,Department of Human Services,General,Grant Programs,CD Treatment Support Grants,6152467.43,0,6023639.04,128828.39,6842382.78,818743.74
2023,Department of Human Services,General,Grant Programs,Child & Community Service Grts,60856000,0,60856000,0,60856000,0
2023,Department of Human Services,General,Grant Programs,Child & Economic Support Grts,36749457.95,1395483.5,35353974.45,0,36797642.87,48184.92
2023,Department of Human Services,General,Grant Programs,Child Care Development Grants,2942291,0,2942291,0,2942291,0
2023,Department of Human Services,General,Grant Programs,Child Mental Health Grants,25014067.87,0,25014067.87,0,31440260.9,6426193.03
2023,Department of Human Services,General,Grant Programs,Child Support Enforcement Grts,0,0,0,0,0,0
2023,Department of Human Services,General,Grant Programs,Children's Services Grants,46030254.8,0,46030254.8,0,46718904.3,688649.5
2023,Department of Human Services,General,Grant Programs,Deaf & Hard Of Hearing Grants,2810958.47,0,2810958.47,0,2885461,74502.53
2023,Department of Human Services,General,Grant Programs,Disabilities Grants,67306657.35,0,67306657.35,0,67848272.59,541615.24
2023,Department of Human Services,General,Grant Programs,Health Care Grants,4478659.72,2825.86,4475833.86,0,4581899.98,103240.26
2023,Department of Human Services,General,Grant Programs,Housing Support Grants,19083966.27,17898.28,19072565.55,-6497.56,19358312.03,267848.2
2023,Department of Human Services,General,Grant Programs,Other Long Term Grants,22985547.7,848028.23,22137519.47,0,24977575.95,1992028.25
2023,Department of Human Services,General,Grant Programs,Support Services Grants,8584457.66,0,8584457.66,0,8695549.66,111092
2023,Department of Human Services,Gift,Central Office Operations,Aging & Disability Services,14558.33,0,0,14558.33,0,0
2023,Department of Human Services,Gift,Central Office Operations,"Behavioral, Housing, & DHH",0,0,0,0,0,0
2023,Department of Human Services,Gift,Central Office Operations,Health Care,0,0,0,0,0,0
2023,Department of Human Services,Gift,Direct Care Treatment,DCT - Community Based Svcs,1650.87,0,1650.87,0,1650.87,0
2023,Department of Human Services,Gift,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2023,Department of Human Services,Gift,Grant Programs,Child Mental Health Grants,0,0,0,0,0,0
2023,Department of Human Services,Gift,Grant Programs,Children's Services Grants,23956.84,0,0,23956.84,0,0
2023,Department of Human Services,Gift,Grant Programs,Deaf & Hard Of Hearing Grants,13000,0,0,13000,0,0
2023,Department of Human Services,Health Care Access,Central Office Operations,Health Care,28279879.68,0,28279879.68,0,28301216.55,21336.87
2023,Department of Human Services,Health Care Access,Central Office Operations,Operations,5769515.16,358.31,5769156.85,0,5804420.64,34905.48
2023,Department of Human Services,Health Care Access,Forecasted Programs,Medical Assistance,353265000,0,353265000,0,353265000,0
2023,Department of Human Services,Health Care Access,Forecasted Programs,MinnesotaCare,81408023.3,0,58808678.63,22599344.67,58808718.16,39.53
2023,Department of Human Services,Health Care Access,Grant Programs,Health Care Grants,799060,12257.04,786977.96,-175,799235,0
2023,Department of Human Services,Health Care Access,Technical Activities,Technical Activities,153976,0,153976,0,153976,0
2023,Department of Human Services,Health Related Boards,Central Office Operations,Operations,0,0,0,0,0,0
2023,Department of Human Services,Lottery,Central Office Operations,"Behavioral, Housing, & DHH",4654.29,0,4654.29,0,4654.29,0
2023,Department of Human Services,Lottery,Grant Programs,CD Treatment Support Grants,1198065.48,0,1198065.48,0,1626025,427959.52
2023,Department of Human Services,Lottery,Technical Activities,Technical Activities,0,0,0,0,0,0
2023,Department of Human Services,MN State Operated Comm Svcs,Direct Care Treatment,DCT - Community Based Svcs,143254628.74,0,143254628.74,0,143913313.01,658684.27
2023,Department of Human Services,Minnesota State Industries,Direct Care Treatment,DCT - MSOP,1618969.57,0,1618969.57,0,1728560.4,109590.83
2023,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Forensic Svcs,1739173.04,0,1625513.32,113659.72,1660944.21,35430.89
2023,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MH & Subs Abuse Tx Svcs,192454.78,0,141347.3,51107.48,141347.3,0
2023,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - MSOP,3636099.8,0,3570744.52,65355.28,3747615.42,176870.9
2023,Department of Human Services,Miscellaneous Agency,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2023,Department of Human Services,Miscellaneous Agency,Fiduciary Activities,Fiduciary Activities,209709109.3,0,7671989.4,202037119.9,7890126.84,218137.44
2023,Department of Human Services,Opiate Epidemic Response,Central Office Operations,"Behavioral, Housing, & DHH",303617.68,0,303617.68,0,303617.68,0
2023,Department of Human Services,Opiate Epidemic Response,Grant Programs,Adult Mental Health Grants,1222996.85,0,1222996.85,0,1222996.85,0
2023,Department of Human Services,Opiate Epidemic Response,Grant Programs,CD Treatment Support Grants,429228.25,0,429228.25,0,429228.25,0
2023,Department of Human Services,Opiate Epidemic Response,Grant Programs,Child & Community Service Grts,5714538.31,0,5714538.31,0,5714538.31,0
2023,Department of Human Services,Opiate Epidemic Response,Technical Activities,Technical Activities,2127,0,2127,0,2127,0
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Aging & Disability Services,5339112.96,0,895660.86,4443452.1,896032.86,372
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",8338472.51,0,5857315.57,2481156.94,5980370.67,123055.1
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Centralized IT,362125938.35,2820.16,218340416.54,143782701.65,219455583.5,1112346.8
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Children & Families,39947983.73,0,36219557.75,3728425.98,39458782.44,3239224.69
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Community Support,0,0,0,0,0,0
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Health Care,58386704.99,12132.08,53972717.97,4401854.94,55880027.5,1895177.45
2023,Department of Human Services,Other Misc Special Revenue,Central Office Operations,Operations,36280561.94,5698.78,28453256.07,7821607.09,28625437.9,166483.05
2023,Department of Human Services,Other Misc Special Revenue,Direct Care Treatment,DCT - Operations,11540781.89,0,11242189.93,298591.96,11242189.93,0
2023,Department of Human Services,Other Misc Special Revenue,Forecasted Programs,Behavioral Health Fund,192122959.02,0,192122959.02,0,192211643.73,88684.71
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,CD Treatment Support Grants,736158.47,0,28158.47,708000,175110.1,146951.63
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child & Economic Support Grts,0,0,0,0,0,0
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Care Development Grants,3587000,0,3359391.53,227608.47,3508321.98,148930.45
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Mental Health Grants,420000,0,334663.29,85336.71,395500,60836.71
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,69510.94,0,19005.94,50505,19005.94,0
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Children's Services Grants,7367493.87,0,4650515.87,2716978,5894622.44,1244106.57
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Deaf & Hard Of Hearing Grants,124826.5,0,124826.5,0,126913,2086.5
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Disabilities Grants,376900,0,136830.59,240069.41,136830.59,0
2023,Department of Human Services,Other Misc Special Revenue,Grant Programs,Other Long Term Grants,4734883.79,0,1981883.79,2753000,2356238.29,374354.5
2023,Department of Human Services,Other Misc Special Revenue,Technical Activities,Technical Activities,32287967.35,0,31724512.55,563454.8,31724512.55,0
2023,Department of Human Services,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Aging & Disability Services,231704.2,0,231704.2,0,232259.82,555.62
2023,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,"Behavioral, Housing, & DHH",16739643.09,0,6444029.73,10295613.36,6665149.56,221119.83
2023,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Children & Families,418931.57,0,70477.34,348454.23,74360.43,3883.09
2023,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Community Support,10800,0,0,10800,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Health Care,3188879.31,0,2271590.17,917289.14,2499398.99,227808.82
2023,Department of Human Services,Restrict Misc Special Revenue,Central Office Operations,Operations,12828030.1,0,11673137.53,1154892.57,11707935.66,34798.13
2023,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Community Based Svcs,4738.07,0,4738.07,0,4738.07,0
2023,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Forensic Svcs,1012260.97,0,934487.24,77773.73,934487.24,0
2023,Department of Human Services,Restrict Misc Special Revenue,Direct Care Treatment,DCT - Operations,7843638.31,0,6427080.97,1416557.34,6596850.11,169769.14
2023,Department of Human Services,Restrict Misc Special Revenue,Fiduciary Activities,Fiduciary Activities,131063.88,0,0,131063.88,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Alternative Care,2105531.99,0,1066944.35,1038587.64,1066944.35,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,General Assistance,830389.47,0,0,830389.47,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Housing Support,2195829.3,0,2195829.3,0,2195829.3,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MFIP/DWP,1280854.4,0,764752.81,516101.59,764752.81,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MN Supplemental Assistance,5000,0,0,5000,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,Medical Assistance,153867044.19,0,113883925.8,39983118.39,113883925.8,0
2023,Department of Human Services,Restrict Misc Special Revenue,Forecasted Programs,MinnesotaCare,23546.12,0,0,23546.12,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Adult Mental Health Grants,1864480.58,0,625480.58,1239000,822513.36,197032.78
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,CD Treatment Support Grants,392564.6,0,179151.98,213412.62,277937.54,98785.56
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child & Economic Support Grts,280000,0,140000,140000,140000,0
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,1491908.2,0,1375368,116540.2,1375368,0
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Children's Services Grants,886830.8,0,201830.8,685000,201830.8,0
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Disabilities Grants,12816416.95,0,12816416.95,0,15520809.72,2704392.77
2023,Department of Human Services,Restrict Misc Special Revenue,Grant Programs,Support Services Grants,0,0,0,0,0,0
2023,Department of Human Services,Restrict Misc Special Revenue,Technical Activities,Technical Activities,2878745,0,1914009,964736,1914009,0
2023,Department of Human Services,SOS TBI & Adol Ent Svcs,Direct Care Treatment,DCT - Community Based Svcs,835548.5,0,209296.6,626251.9,209296.6,0
2023,Department of Human Services,SOS TBI & Adol Ent Svcs,Direct Care Treatment,DCT - Operations,0,0,0,0,0,0
2023,Department of Human Services,State Government Special Rev,Central Office Operations,Aging & Disability Services,123916.33,0,123916.33,0,123916.33,0
2023,Department of Human Services,State Government Special Rev,Central Office Operations,Operations,3646127.55,0,3646127.55,0,3646127.55,0
2023,Department of Human Services,State Government Special Rev,Technical Activities,Technical Activities,16468,0,16468,0,16468,0
2023,Dietetics & Nutrition Practice,Health Related Boards,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,140226.56,0,140226.56,0,142082.16,1855.6
2023,Dietetics & Nutrition Practice,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Dietetics & Nutrition Practice,Restrict Misc Special Revenue,Dietetics & Nutrition Bd.,Dietetics & Nutrition Bd.,8500,0,8500,0,8500,0
2023,Disability Council,General,Council On Disability,Council On Disability,1125968.71,0,1125968.71,0,1137775.17,11806.46
2023,Disability Council,Gift,Council On Disability,Council On Disability,0.75,0,0,0.75,0,0
2023,Disability Council,Other Misc Special Revenue,Council On Disability,Council On Disability,56975.39,0,50475.39,6500,50475.39,0
2023,Disability Council,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Disability Council,Restrict Misc Special Revenue,Council On Disability,Council On Disability,500,0,500,0,500,0
2023,Education Department,ARP-State Fiscal Recovery,Education Leadership & Support,Education Leadership & Support,63903491.72,0,63903491.72,0,64662839.35,759347.63
2023,Education Department,Arts & Cultural Heritage Fund,Libraries,Basic Support & Fed Grants,2600000,0,2600000,0,2600000,0
2023,Education Department,Arts & Cultural Heritage Fund,Student & Teachr Opportunities,Student Opportunities,178266.28,0,178266.28,0,193224.56,14958.28
2023,Education Department,Building Construction-Bonded,Libraries,Accessibility and Improvement,4000000,2020589,51922,1927489,2272511,200000
2023,Education Department,Endowment School,General Education,General Education,40877732.48,0,40877732.48,0,40877732.48,0
2023,Education Department,Federal,Choice Programs,Charter School Lease Aid,10192758.63,0,2118585.83,8074172.8,3857271.74,1738685.91
2023,Education Department,Federal,Early Childhood & Family Supp,Access to Quality Early Learning,10122063.82,0,8981410.28,1140653.54,8981410.28,0
2023,Education Department,Federal,Early Childhood & Family Supp,Early Childhood Family Ed,122188,0,43774.29,78413.71,43774.29,0
2023,Education Department,Federal,Early Childhood & Family Supp,Infant & Toddler Intervention,6530620.71,0,6018573.98,512046.73,6018573.98,0
2023,Education Department,Federal,Early Childhood & Family Supp,Preschool Special Ed,5948101,0,5278256.41,669844.59,5278256.41,0
2023,Education Department,Federal,Education Leadership & Support,Education Leadership & Support,157828427.24,0,134505794.14,23322633.1,136021657.22,1515863.08
2023,Education Department,Federal,Innovation & Accountability,Assessments,1269101,0,1143613.97,125487.03,1143613.97,0
2023,Education Department,Federal,Libraries,Basic Support & Fed Grants,1490787.3,0,880986.89,609800.41,880986.89,0
2023,Education Department,Federal,Nutrition,Child & Adult Care Food Progrm,75724760.94,0,68468317.15,7256443.79,68642046.45,173729.3
2023,Education Department,Federal,Nutrition,Child & Adult Food Care,0,0,0,0,0,0
2023,Education Department,Federal,Nutrition,Kindergarten Milk,832557,0,617221.42,215335.58,617221.42,0
2023,Education Department,Federal,Nutrition,MN Free School Meals-Breakfast,67735872,0,63506570.7,4229301.3,63506570.7,0
2023,Education Department,Federal,Nutrition,MN Free School Meals-Lunch,272063400.17,0,233361102.03,38702298.14,233436990.69,75888.66
2023,Education Department,Federal,Nutrition,Other Nutrition Programs,1638822.95,0,878392.51,760430.44,994960.04,116567.53
2023,Education Department,Federal,Nutrition,School Breakfast,0,0,0,0,0,0
2023,Education Department,Federal,Nutrition,School Lunch,26927798.21,0,24259344.02,2668454.19,24259344.02,0
2023,Education Department,Federal,Nutrition,Summer Food,53074635.31,0,8381775.77,44692859.54,8471859.27,90083.5
2023,Education Department,Federal,Nutrition,USDA Foods,2350616,0,1781677.18,568938.82,1781677.18,0
2023,Education Department,Federal,Other General Education,Career & Technical Aid,0,0,0,0,0,0
2023,Education Department,Federal,Other General Education,Career & Technical Education,7939466.92,0,7939466.92,0,7939466.92,0
2023,Education Department,Federal,Self Sufficient & Lifelong Lrn,Adult Basic Education,7210978.22,0,6849288.98,361689.24,6973244.03,123955.05
2023,Education Department,Federal,Special Education,Other Federal Sp Ed Programs,221324754.15,0,191436443.09,29888311.06,191591957.29,155514.2
2023,Education Department,Federal,Special Education,Special Education - Regular,24659649.78,0,24659649.78,0,24659649.78,0
2023,Education Department,Federal,Special Student & Teacher,Elem Sec Educ Act Programs,3081219.34,0,3081219.34,0,3081219.34,0
2023,Education Department,Federal,Student & Teachr Opportunities,Elementary Sec Educ Act Prog,845618529.83,0,843331234.93,2287294.9,843465541.74,134306.81
2023,Education Department,Federal,Student & Teachr Opportunities,Student Opportunities,837420.11,0,620935.46,216484.65,625701.52,4766.06
2023,Education Department,General,Choice Programs,Achievement & Integration Aid,78327263.22,0,78327263.22,0,78327263.22,0
2023,Education Department,General,Choice Programs,Charter School Lease Aid,89557181.83,0,89557181.83,0,89557181.83,0
2023,Education Department,General,Choice Programs,Interdist Deseg Transportation,13762969.89,0,13762969.89,0,13762969.89,0
2023,Education Department,General,Choice Programs,Recovery Program,673056.67,0,673056.67,0,721209.52,48152.85
2023,Education Department,General,Community Education,Adults with Disabilities,638170.78,0,638170.78,0,638170.78,0
2023,Education Department,General,Community Education,Community Education,4314968.54,0,4314968.54,0,4314968.82,0.28
2023,Education Department,General,Community Education,Deaf Deafblind Hard-of-Hearing,18558.6,0,18558.6,0,18558.6,0
2023,Education Department,General,Community Education,School Age Care,0,0,0,0,0,0
2023,Education Department,General,Early Childhood & Family Supp,Access to Quality Early Learning,0,0,0,0,0,0
2023,Education Department,General,Early Childhood & Family Supp,Early Childhood Family Ed,36449103.53,0,36449103.53,0,36449103.53,0
2023,Education Department,General,Early Childhood & Family Supp,Head Start,25573330.01,0,25573330.01,0,25615743.78,42413.77
2023,Education Department,General,Early Childhood & Family Supp,Health & Developmntl Screening,3317530,0,3317530,0,3317530,0
2023,Education Department,General,Early Childhood & Family Supp,Kindergarten Entry Profile-KEP,275984.52,0,275984.52,0,276718,733.48
2023,Education Department,General,Early Childhood & Family Supp,School Readiness,33683000,0,33683000,0,33683000,0
2023,Education Department,General,Education Leadership & Support,Board of School Administrators,250581.77,0,250581.77,0,260437.14,9855.37
2023,Education Department,General,Education Leadership & Support,Education Leadership & Support,27250209.82,0,27250209.82,0,28376184.56,1125974.74
2023,Education Department,General,Education Leadership & Support,Regional Centers of Excellence,1008009.57,0,1008009.57,0,1133422.92,125413.35
2023,Education Department,General,Facilities & Technology,Debt Service Equalization,24313909.25,0,24313909.25,0,24313909.25,0
2023,Education Department,General,Facilities & Technology,Long Term Facilities Maint Aid,107303979.93,0,107303979.93,0,107303979.93,0
2023,Education Department,General,Facilities & Technology,Telecommunications Access,3752189.41,0,3752189.41,0,3752189.41,0
2023,Education Department,General,General Education,General Education,7432249157.89,0,7432249157.89,0,7432249157.89,0
2023,Education Department,General,Indian Education,American Indian Ed Aid,10206574.67,0,10206574.67,0,10206574.67,0
2023,Education Department,General,Indian Education,Indian Teacher Training Progrm,856049.05,0,856049.05,0,989382.94,133333.89
2023,Education Department,General,Indian Education,Tribal Contract Schools,1175181.84,0,1175181.84,0,1175181.84,0
2023,Education Department,General,Indian Education,Tribal Early Childhood Program,68000,0,68000,0,68000,0
2023,Education Department,General,Innovation & Accountability,Alternative Compensation,88323711.44,0,88323711.44,0,88323711.44,0
2023,Education Department,General,Innovation & Accountability,Assessments,10402361.75,0,10402361.75,0,11354812,952450.25
2023,Education Department,General,Libraries,Basic Support & Fed Grants,13569999.99,0,13569999.99,0,13569999.99,0
2023,Education Department,General,Libraries,Electronic Library Minnesota,900000,0,900000,0,900000,0
2023,Education Department,General,Libraries,Multicounty Multitype,1300000,0,1300000,0,1300000,0
2023,Education Department,General,Libraries,Reg Library Telecommunictn Aid,2269071.67,0,2269071.67,0,2269071.67,0
